yf_ticker,market_cap,sector,industry,currency,exchange,short_name,quote_type,avg_volume,avg_volume_10d,free_float,shares_outstanding
ATCO-A.ST,875246190592.0,Industrials,Specialty Industrial Machinery,SEK,STO,Atlas Copco AB ser. A,EQUITY,5499744.0,5594283.0,3939185073.0,3315147369.0
AZN.ST,2945032388608.0,Healthcare,Drug Manufacturers - General,SEK,STO,AstraZeneca PLC,EQUITY,312660.0,242091.0,1543370514.0,1550833276.0
BEIA-B.ST,15879090176.0,Industrials,Specialty Industrial Machinery,SEK,STO,Beijer Alma AB ser. B,EQUITY,58247.0,48811.0,51424146.0,53885104.0
BOL.ST,154414972928.0,Basic Materials,Other Industrial Metals & Mining,SEK,STO,Boliden AB,EQUITY,1554166.0,1429567.0,278761909.0,283955454.0
BUFAB.ST,21506613248.0,Industrials,Industrial Distribution,SEK,STO,Bufab AB,EQUITY,233962.0,122639.0,132640299.0,189652665.0
EPI-A.ST,310682714112.0,Industrials,Farm & Heavy Construction Machinery,SEK,STO,Epiroc AB ser. A,EQUITY,1978799.0,2039266.0,1001136390.0,819850906.0
EQT.ST,343388913664.0,Financial Services,Asset Management,SEK,STO,EQT AB,EQUITY,2432306.0,1991376.0,931121832.0,1171176350.0
ERIC-B.ST,369835114496.0,Technology,Communication Equipment,SEK,STO,"Ericsson, Telefonab. L M ser. B",EQUITY,7897260.0,7285415.0,2908414070.0,3071593476.0
ESSITY-B.ST,169364029440.0,Consumer Defensive,Household & Personal Products,SEK,STO,Essity AB ser. B,EQUITY,1643936.0,1588304.0,602407938.0,623504390.0
EVO.ST,119775035392.0,Consumer Cyclical,Gambling,SEK,STO,Evolution AB,EQUITY,714910.0,810231.0,120942508.0,199226613.0
HEXA-B.ST,253727391744.0,Technology,Scientific & Technical Instruments,SEK,STO,Hexagon AB ser. B,EQUITY,4893234.0,4776995.0,2017632108.0,2574127888.0
HM-B.ST,279770071040.0,Consumer Cyclical,Apparel Manufacturing,SEK,STO,"Hennes & Mauritz AB, H & M ser.",EQUITY,2093454.0,1997455.0,473404162.0,1403373003.0
HMS.ST,23049093120.0,Technology,Communication Equipment,SEK,STO,HMS Networks AB,EQUITY,69538.0,55448.0,31013879.0,50194016.0
INDU-C.ST,216146952192.0,Financial Services,Asset Management,SEK,STO,"Industrivärden, AB ser. C",EQUITY,619345.0,568436.0,295336929.0,221263206.0
INVE-B.ST,1145217220608.0,Financial Services,Asset Management,SEK,STO,Investor AB ser. B,EQUITY,3709284.0,3718428.0,2441273518.0,1816953273.0
LAGR-B.ST,44571631616.0,Industrials,Conglomerates,SEK,STO,Lagercrantz Group AB ser B,EQUITY,301320.0,255134.0,190928224.0,196383885.0
LIFCO-B.ST,132631158784.0,Industrials,Conglomerates,SEK,STO,Lifco AB ser.B,EQUITY,468510.0,604117.0,221580338.0,423836450.0
NDA-SE.ST,582022070272.0,Financial Services,Banks - Regional,SEK,STO,Nordea Bank Abp,EQUITY,3002079.0,2896850.0,3202898152.0,3396685608.0
NIBE-B.ST,78787878912.0,Industrials,Building Products & Equipment,SEK,STO,NIBE Industrier AB ser. B,EQUITY,10319084.0,8181653.0,1453536000.0,1782936128.0
SAAB-B.ST,329014018048.0,Industrials,Aerospace & Defense,SEK,STO,SAAB AB ser. B,EQUITY,1981686.0,1693137.0,372593331.0,529831619.0
SAND.ST,504890327040.0,Industrials,Specialty Industrial Machinery,SEK,STO,Sandvik AB,EQUITY,2629414.0,2113205.0,1024896018.0,1254385923.0
SCA-B.ST,76133924864.0,Basic Materials,Paper & Paper Products,SEK,STO,Svenska Cellulosa AB SCA ser. B,EQUITY,1923267.0,1900908.0,644314953.0,641476059.0
SEB-A.ST,355711254528.0,Financial Services,Banks - Regional,SEK,STO,Skandinaviska Enskilda Banken s,EQUITY,3150091.0,3098911.0,1472692692.0,1934938128.0
SECT-B.ST,45315391488.0,Healthcare,Medical Devices,SEK,STO,SECTRA AB ser B,EQUITY,255480.0,188735.0,179317559.0,179564029.0
SHB-A.ST,258219802624.0,Financial Services,Banks - Diversified,SEK,STO,Svenska Handelsbanken ser. A,EQUITY,7394509.0,8361402.0,1625583593.0,1944777165.0
SKA-B.ST,106018996224.0,Industrials,Engineering & Construction,SEK,STO,Skanska AB ser. B,EQUITY,861563.0,1186512.0,372401233.0,394780432.0
SKF-B.ST,108828909568.0,Industrials,Tools & Accessories,SEK,STO,"SKF, AB ser. B",EQUITY,1321985.0,1310463.0,454795540.0,426432748.0
SWEC-B.ST,51495538688.0,Industrials,Engineering & Construction,SEK,STO,SWECO AB ser. B,EQUITY,414564.0,431766.0,210021633.0,329796091.0
SWED-A.ST,370760613888.0,Financial Services,Banks - Regional,SEK,STO,Swedbank AB ser A,EQUITY,2970129.0,3385198.0,861909972.0,1123517089.0
TEL2-B.ST,136734588928.0,Communication Services,Telecom Services,SEK,STO,Tele2 AB ser. B,EQUITY,1850748.0,1667408.0,693278710.0,683778724.0
TELIA.ST,191139840000.0,Communication Services,Telecom Services,SEK,STO,Telia Company AB,EQUITY,7404441.0,7318692.0,2316287617.0,3932109286.0
VITR.ST,13097742336.0,Healthcare,Medical Devices,SEK,STO,Vitrolife AB,EQUITY,310389.0,215152.0,73711887.0,135447190.0
VOLV-B.ST,663515365376.0,Industrials,Farm & Heavy Construction Machinery,SEK,STO,"Volvo, AB ser. B",EQUITY,3729544.0,4397350.0,1943715844.0,1591908622.0
ABBN.SW,130381594624.0,Industrials,Electrical Equipment & Parts,CHF,EBS,ABB LTD N,EQUITY,2773466.0,2659477.0,1816963740.0,1814625757.0
ADEN.SW,3023284736.0,Industrials,Staffing & Employment Services,CHF,EBS,ADECCO N,EQUITY,1070974.0,1053149.0,168043542.0,168053625.0
ALC.SW,30025558016.0,Healthcare,Medical Instruments & Supplies,CHF,EBS,ALCON N,EQUITY,1050568.0,878866.0,486267842.0,487427920.0
AMS.SW,1029022592.0,Technology,Semiconductors,CHF,EBS,AMS-OSRAM,EQUITY,645120.0,895827.0,98676445.0,98849432.0
AVOL.SW,7386753536.0,Consumer Cyclical,Specialty Retail,CHF,EBS,AVOLTA N,EQUITY,251659.0,348709.0,88082277.0,141508681.0
BAER.SW,12767136768.0,Financial Services,Asset Management,CHF,EBS,JULIUS BAER N,EQUITY,550596.0,510062.0,204239334.0,204995768.0
BARN.SW,7286509568.0,Consumer Defensive,Confectioners,CHF,EBS,BARRY CALLEBAUT N,EQUITY,12154.0,12072.0,3496428.0,5482701.0
BEAN.SW,8708377600.0,Industrials,Building Products & Equipment,CHF,EBS,BELIMO N,EQUITY,26385.0,29708.0,12064671.0,12299969.0
BKW.SW,8369394176.0,Utilities,Utilities - Renewable,CHF,EBS,BKW N,EQUITY,79395.0,76010.0,19719263.0,52770453.0
CFR.SW,90160644096.0,Consumer Cyclical,Luxury Goods,CHF,EBS,RICHEMONT N,EQUITY,961130.0,984994.0,533875732.0,534182089.0
CLN.SW,2772421888.0,Basic Materials,Specialty Chemicals,CHF,EBS,CLARIANT N,EQUITY,1117081.0,992540.0,194585859.0,328875656.0
EMSN.SW,15506925568.0,Basic Materials,Specialty Chemicals,CHF,EBS,EMS-CHEMIE N,EQUITY,15092.0,19693.0,6801529.0,23389028.0
FHZN.SW,7686769152.0,Industrials,Airports & Air Services,CHF,EBS,FLUGHAFEN ZUERICH N,EQUITY,57135.0,59000.0,18807412.0,30697960.0
GALE.SW,4551457280.0,Healthcare,Medical Distribution,CHF,EBS,GALENICA N,EQUITY,98932.0,89570.0,49770574.0,49824384.0
GEBN.SW,18201497600.0,Industrials,Building Products & Equipment,CHF,EBS,GEBERIT N,EQUITY,82858.0,112336.0,32843812.0,32973728.0
GIVN.SW,25915584512.0,Basic Materials,Specialty Chemicals,CHF,EBS,GIVAUDAN N,EQUITY,25292.0,23906.0,9217291.0,9229197.0
HOLN.SW,40112631808.0,Basic Materials,Building Materials,CHF,EBS,HOLCIM N,EQUITY,1540801.0,1397377.0,496905475.0,553125111.0
KNIN.SW,21507448832.0,Industrials,Integrated Freight & Logistics,CHF,EBS,KUEHNE+NAGEL INT N,EQUITY,248886.0,198767.0,52774602.0,118760074.0
LOGN.SW,10670678016.0,Technology,Computer Hardware,CHF,EBS,LOGITECH N,EQUITY,842163.0,640785.0,146221008.0,146588946.0
LONN.SW,35969777664.0,Healthcare,Diagnostics & Research,CHF,EBS,LONZA N,EQUITY,169965.0,177028.0,69810005.0,69844229.0
NESN.SW,203462590464.0,Consumer Defensive,Packaged Foods,CHF,EBS,NESTLE N,EQUITY,3964813.0,3524561.0,2570115591.0,2572220000.0
NOVN.SW,232336556032.0,Healthcare,Drug Manufacturers - General,CHF,EBS,NOVARTIS N,EQUITY,3380702.0,2490869.0,1816178768.0,1908151679.0
PGHN.SW,22163183616.0,Financial Services,Asset Management,CHF,EBS,PARTNERS GROUP N,EQUITY,116729.0,95725.0,21680007.0,25783135.0
PSPN.SW,7251714048.0,Real Estate,Real Estate Services,CHF,EBS,PSP N,EQUITY,81281.0,88321.0,45578465.0,45867891.0
RO.SW,261758205952.0,Healthcare,Drug Manufacturers - General,CHF,EBS,ROCHE I,EQUITY,33636.0,36192.0,726032918.0,106691000.0
ROG.SW,256427556864.0,Healthcare,Drug Manufacturers - General,CHF,EBS,ROCHE GS,EQUITY,1170679.0,1589763.0,721792276.0,688926637.0
SCMN.SW,35095818240.0,Communication Services,Telecom Services,CHF,EBS,SWISSCOM N,EQUITY,100784.0,90677.0,25367411.0,51801943.0
SDZ.SW,28825982976.0,Healthcare,Drug Manufacturers - Specialty & Generic,CHF,EBS,SANDOZ GROUP N,EQUITY,829452.0,828264.0,414324815.0,432692617.0
SGSN.SW,16318917632.0,Industrials,Consulting Services,CHF,EBS,SGS N,EQUITY,450506.0,543034.0,164996803.0,193123277.0
SIGN.SW,4562240000.0,Consumer Cyclical,Packaging & Containers,CHF,EBS,SIG GROUP N,EQUITY,1109540.0,944527.0,315149898.0,382097138.0
SIKA.SW,22220836864.0,Basic Materials,Specialty Chemicals,CHF,EBS,SIKA N,EQUITY,711391.0,564205.0,160172912.0,160439241.0
SLHN.SW,25324210176.0,Financial Services,Insurance - Diversified,CHF,EBS,SWISS LIFE HOLDING AG N,EQUITY,67277.0,71997.0,27830642.0,27945498.0
SOON.SW,10890867712.0,Healthcare,Medical Devices,CHF,EBS,SONOVA N,EQUITY,183905.0,163558.0,59429450.0,59610666.0
SPSN.SW,10983878656.0,Real Estate,Real Estate - Diversified,CHF,EBS,SWISS PRIME SITE N,EQUITY,183600.0,167572.0,80159054.0,80232868.0
SREN.SW,39519223808.0,Financial Services,Insurance - Reinsurance,CHF,EBS,SWISS RE N,EQUITY,896312.0,945160.0,278000048.0,294919585.0
STMN.SW,13441702912.0,Healthcare,Medical Instruments & Supplies,CHF,EBS,STRAUMANN N,EQUITY,432355.0,448964.0,107917899.0,159450805.0
TECN.SW,1707280512.0,Healthcare,Medical Instruments & Supplies,CHF,EBS,TECAN GROUP AG N,EQUITY,63928.0,46378.0,12500379.0,12655898.0
TEMN.SW,4753007616.0,Technology,Software - Application,CHF,EBS,TEMENOS N,EQUITY,243041.0,225563.0,52272750.0,67322751.0
UBSG.SW,101160402944.0,Financial Services,Banks - Diversified,CHF,EBS,UBS GROUP N,EQUITY,6535899.0,6534191.0,3076240695.0,3091699191.0
UHR.SW,9751854080.0,Consumer Cyclical,Luxury Goods,CHF,EBS,SWATCH GROUP I,EQUITY,117013.0,80791.0,36842823.0,28936000.0
VACN.SW,16475815936.0,Industrials,Specialty Industrial Machinery,CHF,EBS,VAT GROUP N,EQUITY,104817.0,127460.0,26909101.0,29966926.0
ZURN.SW,81675108352.0,Financial Services,Insurance - Diversified,CHF,EBS,ZURICH INSURANCE N,EQUITY,366734.0,455127.0,142026527.0,149369269.0
ALK-B.CO,47148531712.0,Healthcare,Biotechnology,DKK,CPH,ALK-Abelló B A/S,EQUITY,189459.0,203976.0,131809828.0,201305917.0
CHEMM.CO,5279912448.0,Healthcare,Medical Devices,DKK,CPH,ChemoMetec A/S,EQUITY,96093.0,98025.0,16744900.0,17402479.0
REG1V.HE,522527456.0,Healthcare,Medical Devices,EUR,HEL,Revenio Group Corporation,EQUITY,49110.0,33873.0,26156221.0,26605266.0
BIG.PA,5254035.0,Technology,Consumer Electronics,EUR,PAR,BIGBEN INTERACTIVE,EQUITY,50540.0,29904.0,11862480.0,18500123.0
COFA.PA,2366701312.0,Financial Services,Insurance - Reinsurance,EUR,PAR,COFACE,EQUITY,227687.0,145133.0,96539817.0,149507344.0
CRI.PA,207159360.0,Industrials,Conglomerates,EUR,PAR,COMPAGNIE CHARGEURS INVEST,EQUITY,7232.0,9213.0,8143273.0,24116341.0
DBG.PA,1433885824.0,Industrials,Waste Management,EUR,PAR,DERICHEBOURG,EQUITY,215496.0,171673.0,90993747.0,158440410.0
DIM.PA,16568179712.0,Healthcare,Medical Instruments & Supplies,EUR,PAR,SARTORIUS STED BIO,EQUITY,93609.0,93469.0,27735317.0,97278271.0
EN.PA,20226097152.0,Industrials,Engineering & Construction,EUR,PAR,BOUYGUES,EQUITY,662831.0,718683.0,215762383.0,384965689.0
GTT.PA,7409196544.0,Energy,Oil & Gas Equipment & Services,EUR,PAR,GAZTRANSPORT & TECHNIGAZ,EQUITY,109991.0,105431.0,36714626.0,37064515.0
IPN.PA,14074983424.0,Healthcare,Drug Manufacturers - Specialty & Generic,EUR,PAR,IPSEN,EQUITY,104175.0,124922.0,26544542.0,82406220.0
KOF.PA,576664640.0,Consumer Cyclical,Residential Construction,EUR,PAR,KAUFMAN ET BROAD,EQUITY,28076.0,35311.0,13826356.0,19614445.0
MDM.PA,28930936.0,Consumer Cyclical,Home Improvement Retail,EUR,PAR,MAISONS DU MONDE,EQUITY,42063.0,140334.0,14778561.0,38510907.0
MRN.PA,611507328.0,Industrials,Electrical Equipment & Parts,EUR,PAR,MERSEN,EQUITY,43242.0,39843.0,21215677.0,24227707.0
NXI.PA,478169760.0,Real Estate,Real Estate - Diversified,EUR,PAR,NEXITY,EQUITY,205023.0,199898.0,47076673.0,55683282.0
RF.PA,2807121152.0,Financial Services,Asset Management,EUR,PAR,EURAZEO SE,EQUITY,146149.0,151924.0,38059950.0,64520915.0
THEP.PA,669462144.0,Industrials,Industrial Distribution,EUR,PAR,THERMADOR GROUPE,EQUITY,2599.0,2545.0,621316.0,9170713.0
VCT.PA,3033018368.0,Basic Materials,Building Materials,EUR,PAR,VICAT,EQUITY,48716.0,43350.0,17205206.0,44530388.0
VETO.PA,948967296.0,Healthcare,Drug Manufacturers - Specialty & Generic,EUR,PAR,VETOQUINOL,EQUITY,2581.0,2201.0,3818908.0,11799419.0
AOF.DE,1175473536.0,Technology,Software - Application,EUR,GER,ATOSS Software SE             I,EQUITY,36690.0,31522.0,9036512.0,15906272.0
COK.DE,748061632.0,Technology,Information Technology Services,EUR,GER,CANCOM SE                     I,EQUITY,106411.0,130870.0,21496336.0,30470943.0
DBAN.DE,435252864.0,Financial Services,Asset Management,EUR,GER,Deutsche Beteiligungs AG      N,EQUITY,20894.0,24200.0,12151440.0,17801751.0
DMP.DE,2366268160.0,Healthcare,Drug Manufacturers - Specialty & Generic,EUR,GER,Dermapharm Holding SE         I,EQUITY,31884.0,41665.0,7843017.0,53840000.0
HYQ.DE,538036288.0,Financial Services,Credit Services,EUR,GER,Hypoport SE                   N,EQUITY,34494.0,41718.0,4428135.0,6654747.0
IXX.DE,403205824.0,Technology,Information Technology Services,EUR,GER,init innov.in traffic syst.SE I,EQUITY,5611.0,4910.0,6032098.0,9931178.0
KTN.DE,1230542336.0,Technology,Information Technology Services,EUR,GER,Kontron AG                    I,EQUITY,229806.0,213894.0,61360196.0,62750753.0
LPK.DE,186173744.0,Industrials,Specialty Industrial Machinery,EUR,GER,LPKF Laser & Electronics SE   I,EQUITY,56981.0,58077.0,21857219.0,24496546.0
MBB.DE,968602688.0,Industrials,Conglomerates,EUR,GER,MBB SE                        I,EQUITY,5883.0,7115.0,1318467.0,5316151.0
NA9.DE,529575008.0,Technology,Information Technology Services,EUR,GER,Nagarro SE                    N,EQUITY,49941.0,28274.0,10034866.0,11784046.0
NB2.DE,590578752.0,Technology,Information Technology Services,EUR,GER,Northern Data AG              I,EQUITY,60120.0,54881.0,,64196677.0
PAT.DE,620760832.0,Real Estate,Real Estate Services,EUR,GER,PATRIZIA SE                   N,EQUITY,78847.0,67852.0,40366749.0,86456947.0
SMHN.DE,1165092096.0,Technology,Semiconductor Equipment & Materials,EUR,GER,SUSS MicroTec SE              N,EQUITY,126890.0,185323.0,18602668.0,19115538.0
TPE.DE,676804608.0,Industrials,Specialty Industrial Machinery,EUR,GER,PVA TePla AG                  I,EQUITY,87915.0,77371.0,18375042.0,20422590.0
TTR1.DE,197213824.0,Industrials,Specialty Industrial Machinery,EUR,GER,technotrans SE                N,EQUITY,10970.0,8147.0,5492837.0,6907665.0
YSN.DE,1160628608.0,Technology,Software - Infrastructure,EUR,GER,SECUNET SECURITY NETWORKS AG  I,EQUITY,5178.0,4684.0,1609612.0,6469502.0
ALPHA.AT,8397128192.0,Financial Services,Banks - Diversified,EUR,ATH,ALPHA BANK S.A.,EQUITY,13923981.0,14071848.0,2057163947.0,2306903334.0
EUROB.AT,13859168256.0,Financial Services,Banks - Regional,EUR,ATH,EUROBANK S.A.,EQUITY,12205707.0,12386124.0,2486969563.0,3624095060.0
PPC.AT,7123218944.0,Utilities,Utilities - Renewable,EUR,ATH,P.P.C. S.A.,EQUITY,715392.0,573179.0,310557650.0,369270000.0
JUVE.MI,854919616.0,Communication Services,Entertainment,EUR,MIL,JUVENTUS FC,EQUITY,753580.0,974254.0,417033996.0,417033996.0
MARR.MI,526729024.0,Consumer Defensive,Food Distribution,EUR,MIL,MARR,EQUITY,228900.0,213569.0,30072539.0,63202917.0
PIA.MI,559527104.0,Consumer Cyclical,Auto Manufacturers,EUR,MIL,PIAGGIO,EQUITY,952001.0,876341.0,172265206.0,352298042.0
SFER.MI,1264941696.0,Consumer Cyclical,Luxury Goods,EUR,MIL,SALVATORE FERRAGAMO,EQUITY,435342.0,604509.0,63961146.0,165676698.0
TNXT.MI,688376320.0,Technology,Information Technology Services,EUR,MIL,TINEXTA,EQUITY,95842.0,133345.0,28116055.0,45891755.0
ZV.MI,637275392.0,Consumer Cyclical,Packaging & Containers,EUR,MIL,ZIGNAGO VETRO,EQUITY,91206.0,92371.0,31661641.0,88265288.0
ATEA.OL,15692906496.0,Technology,Information Technology Services,NOK,OSL,ATEA,EQUITY,147833.0,197414.0,70103867.0,111297210.0
AUTO.OL,34135287808.0,Technology,Computer Hardware,NOK,OSL,AUTOSTORE HOLDINGS LTD.,EQUITY,6068482.0,8825307.0,1933613060.0,3363082877.0
BRG.OL,17650135040.0,Basic Materials,Specialty Chemicals,NOK,OSL,BORREGAARD,EQUITY,135627.0,105461.0,80140203.0,99944133.0
HEX.OL,2585827328.0,Consumer Cyclical,Packaging & Containers,NOK,OSL,HEXAGON COMPOSITES,EQUITY,1441697.0,1069164.0,180670740.0,249767333.0
KIT.OL,22876276736.0,Technology,Electronic Components,NOK,OSL,KITRON,EQUITY,826432.0,784306.0,168300832.0,218702471.0
ACP.WA,14318756864.0,Technology,Software - Application,PLN,WSE,ASSECOPOL,EQUITY,347779.0,270216.0,63793942.0,80510294.0
ALE.WA,28066127872.0,Consumer Cyclical,Internet Retail,PLN,WSE,ALLEGRO,EQUITY,4673197.0,5642972.0,795578477.0,1013217622.0
ATC.WA,544601984.0,Basic Materials,Paper & Paper Products,PLN,WSE,ARCTIC,EQUITY,31386.0,15376.0,21948291.0,69287783.0
BFT.WA,12246865920.0,Consumer Cyclical,Leisure,PLN,WSE,BENEFIT,EQUITY,5368.0,5324.0,2669024.0,3301042.0
BHW.WA,15542822912.0,Financial Services,Banks - Regional,PLN,WSE,HANDLOWY,EQUITY,29216.0,26727.0,32511242.0,130392813.0
CCC.WA,9786140672.0,Consumer Cyclical,Apparel Retail,PLN,WSE,CCC,EQUITY,529606.0,365190.0,56545778.0,77025894.0
CDR.WA,24617949184.0,Communication Services,Electronic Gaming & Multimedia,PLN,WSE,CDPROJEKT,EQUITY,383847.0,275884.0,70186134.0,99910510.0
DNP.WA,33725761536.0,Consumer Defensive,Grocery Stores,PLN,WSE,DINOPL,EQUITY,3733935.0,7042410.0,,980400000.0
ING.WA,59169476608.0,Financial Services,Banks - Regional,PLN,WSE,INGBSK,EQUITY,26482.0,28420.0,130098699.0,130100000.0
KGH.WA,62640001024.0,Basic Materials,Copper,PLN,WSE,KGHM,EQUITY,1227181.0,803145.0,136410000.0,200000000.0
LPP.WA,43502063616.0,Consumer Cyclical,Apparel Manufacturing,PLN,WSE,LPP,EQUITY,4206.0,6192.0,1047446.0,1855890.0
PCO.WA,16180202496.0,Consumer Defensive,Discount Stores,PLN,WSE,PEPCO,EQUITY,1432617.0,1370276.0,150617868.0,567732886.0
PEO.WA,65040072704.0,Financial Services,Banks - Regional,PLN,WSE,PEKAO,EQUITY,683803.0,596515.0,209973402.0,262470034.0
PKN.WA,149273935872.0,Energy,Oil & Gas Integrated,PLN,WSE,PKNORLEN,EQUITY,2543409.0,2722662.0,581631967.0,1160942049.0
PZU.WA,58788646912.0,Financial Services,Insurance - Property & Casualty,PLN,WSE,PZU,EQUITY,1951650.0,1910160.0,568179402.0,863523000.0
TEN.WA,674145664.0,Communication Services,Electronic Gaming & Multimedia,PLN,WSE,TSGAMES,EQUITY,25680.0,30517.0,4218198.0,6359865.0
VIS.MC,2816863744.0,Consumer Cyclical,Packaging & Containers,EUR,MCE,"VISCOFAN, S.A.",EQUITY,92121.0,104630.0,36828294.0,45321463.0
ADDV-B.ST,1048497280.0,Healthcare,Medical Instruments & Supplies,SEK,STO,ADDvise Group AB B,EQUITY,2843869.0,170187.0,478981448.0,583209491.0
ANOD-B.ST,8607768576.0,Technology,Information Technology Services,SEK,STO,Addnode Group AB ser. B,EQUITY,223177.0,183713.0,124851957.0,131606716.0
BEIJ-B.ST,71422984192.0,Industrials,Industrial Distribution,SEK,STO,Beijer Ref AB ser. B,EQUITY,964499.0,831711.0,400749371.0,478955126.0
CINT.ST,1327611648.0,Technology,Software - Application,SEK,STO,Cint Group AB,EQUITY,3109965.0,2173282.0,298169512.0,354976383.0
EMBRAC-B.ST,16646393856.0,Communication Services,Electronic Gaming & Multimedia,SEK,STO,Embracer Group AB ser. B,EQUITY,990685.0,629382.0,104588160.0,214191466.0
HPOL-B.ST,26538858496.0,Basic Materials,Specialty Chemicals,SEK,STO,HEXPOL AB ser. B,EQUITY,703497.0,640745.0,258286302.0,329671226.0
HTRO.ST,7213754368.0,Technology,Communication Equipment,SEK,STO,Hexatronic Group AB,EQUITY,1556262.0,1490438.0,167104924.0,205637228.0
MCOV-B.ST,29259636736.0,Healthcare,Medical Care Facilities,SEK,STO,Medicover AB ser. B,EQUITY,88039.0,111858.0,52418232.0,74428717.0
MIPS.ST,6675762688.0,Consumer Cyclical,Leisure,SEK,STO,Mips AB,EQUITY,127139.0,101997.0,26485029.0,26491122.0
MTRS.ST,35020574720.0,Industrials,Pollution & Treatment Controls,SEK,STO,Munters Group AB,EQUITY,525880.0,562547.0,182209215.0,182541440.0
NMAN.ST,5058062848.0,Industrials,Specialty Industrial Machinery,SEK,STO,Nederman Holding AB,EQUITY,33815.0,15949.0,24189978.0,35028134.0
SUS.ST,1614470016.0,Healthcare,Health Information Services,SEK,STO,Surgical Science Sweden AB,EQUITY,392267.0,182172.0,43092167.0,51026236.0
TROAX.ST,6307698176.0,Industrials,Metal Fabrication,SEK,STO,Troax Group AB,EQUITY,110075.0,84531.0,38137635.0,59845332.0
VIT-B.ST,9150725120.0,Technology,Software - Application,SEK,STO,Vitec Software Group AB ser. B,EQUITY,151206.0,152232.0,37598523.0,37089259.0
3IN.L,3209777920.0,Financial Services,Asset Management,GBp,LSE,3I INFRASTRUCTURE PLC ORD NPV,EQUITY,1305315.0,1511172.0,,922350000.0
AAS.L,561495872.0,,,GBp,LSE,ABERDEEN ASIA FOCUS PLC ORD 5P,EQUITY,285519.0,168993.0,,139675588.0
ABDN.L,3590815488.0,Financial Services,Asset Management,GBp,LSE,ABERDEEN GROUP PLC ORD 13 61/63,EQUITY,4575024.0,4564665.0,1750374192.0,1789145710.0
AEP.L,713972672.0,Consumer Defensive,Farm Products,GBp,LSE,AEP PLANTATIONS PLC ORD 25P,EQUITY,45663.0,76632.0,17390512.0,38468178.0
AGT.L,1016581824.0,,,GBp,LSE,AVI GLOBAL TRUST PLC ORD 2P,EQUITY,858915.0,1092859.0,,402606671.0
AIE.L,402129792.0,,,GBp,LSE,ASHOKA INDIA EQUITY INVESTMENT ,EQUITY,756633.0,604603.0,,169317811.0
AJB.L,2059811840.0,Financial Services,Asset Management,GBp,LSE,AJ BELL PLC ORD GBP0.000125,EQUITY,1455507.0,1369866.0,322234740.0,395717664.0
ALFA.L,440609664.0,Technology,Software - Application,GBp,LSE,ALFA FINANCIAL SOFTWARE HOLDING,EQUITY,697737.0,655769.0,130042961.0,296108644.0
AML.L,426079968.0,Consumer Cyclical,Auto Manufacturers,GBp,LSE,ASTON MARTIN LAGONDA GLOBAL HOL,EQUITY,2340931.0,2590235.0,346616730.0,1012066502.0
AO.L,527818464.0,Consumer Cyclical,Specialty Retail,GBp,LSE,AO WORLD PLC ORD 0.25P,EQUITY,473465.0,478135.0,148804800.0,555598374.0
APN.L,560000000.0,Consumer Defensive,Packaged Foods,GBp,LSE,APPLIED NUTRITION PLC ORD GBP0.,EQUITY,362341.0,311147.0,111067500.0,250000000.0
ASHM.L,1425104768.0,Financial Services,Asset Management,GBp,LSE,ASHMORE GROUP PLC ORD 0.01P,EQUITY,2390934.0,1584579.0,354000147.0,650149952.0
ASL.L,1190755072.0,,,GBp,LSE,ABERFORTH SMALLER COMPANIES TRU,EQUITY,154617.0,210566.0,,78649605.0
ATR.L,553664768.0,,,GBp,LSE,SCHRODER ASIAN TOTAL RETURN INV,EQUITY,155237.0,151912.0,,93524454.0
ATT.L,1968272512.0,,,GBp,LSE,ALLIANZ TECHNOLOGY TRUST PLC OR,EQUITY,1222369.0,1276790.0,,346526859.0
ATYM.L,1220846848.0,Basic Materials,Copper,GBp,LSE,"ATALAYA MINING COPPER, S.A. ORD",EQUITY,810313.0,728824.0,110801296.0,153759043.0
AVON.L,513335008.0,Industrials,Aerospace & Defense,GBp,LSE,AVON TECHNOLOGIES PLC ORD #1,EQUITY,62268.0,54973.0,24082704.0,29313384.0
BAG.L,716007040.0,Consumer Defensive,Beverages - Non-Alcoholic,GBp,LSE,BARR (A.G.) PLC ORD 4 1/6P,EQUITY,209273.0,286895.0,88269366.0,110922858.0
BBY.L,3976432128.0,Industrials,Engineering & Construction,GBp,LSE,BALFOUR BEATTY PLC ORD 50P,EQUITY,1452565.0,1641666.0,473722769.0,482729722.0
BCG.L,890247552.0,Communication Services,Internet Content & Information,GBp,LSE,BALTIC CLASSIFIEDS GROUP PLC OR,EQUITY,2059789.0,2125717.0,405643045.0,451058438.0
BGFD.L,624354496.0,,,GBp,LSE,BAILLIE GIFFORD JAPAN TRUST PLC,EQUITY,353659.0,412817.0,,71436440.0
BHMG.L,1354341888.0,Financial Services,Asset Management,GBp,LSE,BH MACRO LIMITED ORD NPV (GBP),EQUITY,837640.0,639135.0,,305382778.0
BME.L,1753791872.0,Consumer Defensive,Discount Stores,GBp,LSE,B&M EUROPEAN VALUE RETAIL S.A. ,EQUITY,8833920.0,7810290.0,1004244276.0,1005038256.0
BNKR.L,1292343168.0,Financial Services,Asset Management,GBp,LSE,BANKERS INVESTMENT TRUST PLC OR,EQUITY,2040820.0,3421439.0,,948856958.0
