yf_ticker,market_cap,sector,industry,currency,exchange,short_name,quote_type,avg_volume,avg_volume_10d,free_float,shares_outstanding
RWE.DE,42128863232.0,Utilities,Utilities - Diversified,EUR,GER,RWE AG                        I,EQUITY,2105702.0,2116963.0,638747451.0,713564711.0
S92.DE,1632288000.0,Technology,Solar,EUR,GER,SMA Solar Technology AG       I,EQUITY,137460.0,153783.0,26757170.0,34700000.0
SAP.DE,162734391296.0,Technology,Software - Application,EUR,GER,SAP SE                        I,EQUITY,3410544.0,3140407.0,1042910444.0,1167559048.0
SAX.DE,1930117760.0,Communication Services,Advertising Agencies,EUR,GER,STROEER SE + CO. KGAA,EQUITY,131901.0,179029.0,31269470.0,55848313.0
SBS.DE,215889536.0,Healthcare,Medical Devices,EUR,GER,STRATEC SE                    N,EQUITY,10368.0,13186.0,6630702.0,12155942.0
SDF.DE,2801124096.0,Basic Materials,Agricultural Inputs,EUR,GER,K+S Aktiengesellschaft        N,EQUITY,1399783.0,1420845.0,179100000.0,179100000.0
SFQ.DE,813465920.0,Consumer Cyclical,Auto Parts,EUR,GER,SAF-HOLLAND SE                I,EQUITY,88606.0,103911.0,45394302.0,45394302.0
SGL.DE,478079520.0,Basic Materials,Chemicals,EUR,GER,SGL CARBON SE                 I,EQUITY,382526.0,221585.0,55440106.0,122270977.0
SHL.DE,42181685248.0,Healthcare,Medical Devices,EUR,GER,Siemens Healthineers AG       N,EQUITY,1274571.0,1366066.0,177893800.0,1116803941.0
SIE.DE,175011463168.0,Industrials,Specialty Industrial Machinery,EUR,GER,SIEMENS AG                    N,EQUITY,1443066.0,1571920.0,780108000.0,762743366.0
SRT3.DE,14804809728.0,Healthcare,Medical Instruments & Supplies,EUR,GER,SARTORIUS AG                  V,EQUITY,104438.0,96605.0,27453809.0,34813621.0
STM.DE,447564032.0,Industrials,Specialty Industrial Machinery,EUR,GER,Stabilus SE                   I,EQUITY,97457.0,93693.0,10900604.0,24700000.0
STO3.DE,720997184.0,Industrials,Building Products & Equipment,EUR,GER,Sto SE & Co. KGaA             I,EQUITY,2230.0,1578.0,2538013.0,2538000.0
SY1.DE,10231313408.0,Basic Materials,Specialty Chemicals,EUR,GER,Symrise AG                    I,EQUITY,457405.0,453835.0,132681418.0,139772054.0
SZG.DE,2586454784.0,Basic Materials,Steel,EUR,GER,SALZGITTER AG                 I,EQUITY,227740.0,260399.0,30380296.0,54087300.0
TEG.DE,2817635840.0,Real Estate,Real Estate - Diversified,EUR,GER,TAG Immobilien AG             I,EQUITY,672065.0,742689.0,184089326.0,188976252.0
TKA.DE,5318910976.0,Industrials,Conglomerates,EUR,GER,thyssenkrupp AG               I,EQUITY,3523249.0,3226330.0,477288861.0,622531741.0
TLX.DE,29541396480.0,Financial Services,Insurance - Diversified,EUR,GER,Talanx AG                     N,EQUITY,121358.0,111028.0,59298415.0,258228991.0
TMV.DE,659885760.0,Technology,Software - Application,EUR,GER,TeamViewer SE                 I,EQUITY,1544590.0,1144472.0,153970413.0,156966162.0
TUI1.DE,3688008960.0,Consumer Cyclical,Travel Services,EUR,GER,TUI AG                        N,EQUITY,4121592.0,4423430.0,413623511.0,507431033.0
UTDI.DE,4835987968.0,Communication Services,Telecom Services,EUR,GER,UNITED INTERNET AG            N,EQUITY,185638.0,193410.0,78886405.0,172837311.0
VBK.DE,2370215936.0,Basic Materials,Specialty Chemicals,EUR,GER,Verbio SE                     I,EQUITY,212095.0,401994.0,43521520.0,63715479.0
VNA.DE,19620282368.0,Real Estate,Real Estate Services,EUR,GER,Vonovia SE                    N,EQUITY,4126560.0,3803133.0,729466091.0,848261274.0
VOW3.DE,44635332608.0,Consumer Cyclical,Auto Manufacturers,EUR,GER,VOLKSWAGEN AG                 V,EQUITY,921736.0,810408.0,234681377.0,206205445.0
WAC.DE,1346703744.0,Industrials,Farm & Heavy Construction Machinery,EUR,GER,Wacker Neuson SE              N,EQUITY,59947.0,71960.0,18832089.0,68015345.0
WAF.DE,1800000000.0,Technology,Semiconductors,EUR,GER,Siltronic AG                  N,EQUITY,76887.0,65495.0,12119100.0,30000000.0
WCH.DE,4720750592.0,Basic Materials,Specialty Chemicals,EUR,GER,Wacker Chemie AG              I,EQUITY,130060.0,125792.0,18793181.0,51762620.0
ZAL.DE,5674238976.0,Consumer Cyclical,Internet Retail,EUR,GER,Zalando SE                    I,EQUITY,1828970.0,1473094.0,232067313.0,258154635.0
A2A.MI,7917165568.0,Utilities,Utilities - Diversified,EUR,MIL,A2A,EQUITY,11258667.0,9446099.0,1562314115.0,3124787044.0
AMP.MI,2022822656.0,Healthcare,Medical Distribution,EUR,MIL,AMPLIFON,EQUITY,3076541.0,2410181.0,124845312.0,219967666.0
AVIO.MI,1582979200.0,Industrials,Aerospace & Defense,EUR,MIL,AVIO,EQUITY,970463.0,1128180.0,37566441.0,45803796.0
AZM.MI,4989486080.0,Financial Services,Asset Management,EUR,MIL,AZIMUT,EQUITY,665952.0,631787.0,99960969.0,141227704.0
BAMI.MI,19076704256.0,Financial Services,Banks - Regional,EUR,MIL,BANCO BPM,EQUITY,7070581.0,6823156.0,1200334777.0,1505065360.0
BC.MI,5701120000.0,Consumer Cyclical,Luxury Goods,EUR,MIL,BRUNELLO CUCINELLI,EQUITY,407168.0,401773.0,33966000.0,68000000.0
BMED.MI,13819974656.0,Financial Services,Banks - Regional,EUR,MIL,BANCA MEDIOLANUM,EQUITY,1658625.0,1740149.0,244838509.0,745413891.0
BMPS.MI,24550418432.0,Financial Services,Banks - Regional,EUR,MIL,BANCA MONTE PASCHI SIENA,EQUITY,30647180.0,27923232.0,2614874840.0,3038418183.0
BPE.MI,24093992960.0,Financial Services,Banks - Regional,EUR,MIL,BPER BANCA,EQUITY,8449154.0,8151274.0,1534341754.0,1962051563.0
BZU.MI,8779034624.0,Basic Materials,Building Materials,EUR,MIL,BUZZI,EQUITY,584488.0,701523.0,,178681100.0
CPR.MI,7986311168.0,Consumer Defensive,Beverages - Wineries & Distilleries,EUR,MIL,CAMPARI,EQUITY,6375016.0,5334665.0,570825618.0,1198785728.0
CRL.MI,2801071872.0,Technology,Electronic Components,EUR,MIL,CAREL INDUSTRIES,EQUITY,75739.0,67059.0,56177743.0,112492850.0
DAL.MI,274880608.0,Technology,Scientific & Technical Instruments,EUR,MIL,DATALOGIC,EQUITY,107647.0,129168.0,14655919.0,52558433.0
DIA.MI,3099129344.0,Healthcare,Diagnostics & Research,EUR,MIL,DIASORIN,EQUITY,373446.0,359730.0,23194152.0,50328519.0
DLG.MI,5074818048.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EUR,MIL,DE'LONGHI,EQUITY,170908.0,211303.0,44116827.0,149523224.0
ENEL.MI,98196971520.0,Utilities,Utilities - Diversified,EUR,MIL,ENEL,EQUITY,27908111.0,23090287.0,8244275000.0,9923263654.0
ENI.MI,70440640512.0,Energy,Oil & Gas Integrated,EUR,MIL,ENI,EQUITY,13143081.0,17444271.0,1867368195.0,2941154172.0
FBK.MI,12707484672.0,Financial Services,Banks - Regional,EUR,MIL,FINECOBANK,EQUITY,2666993.0,2485214.0,611456949.0,611819221.0
FCT.MI,4933151232.0,Industrials,Aerospace & Defense,EUR,MIL,FINCANTIERI,EQUITY,3865271.0,2930683.0,,357993553.0
G.MI,53760778240.0,Financial Services,Insurance - Diversified,EUR,MIL,GENERALI,EQUITY,2840326.0,2734758.0,919379904.0,1495978000.0
HER.MI,6167774720.0,Utilities,Utilities - Diversified,EUR,MIL,HERA,EQUITY,2953342.0,2165739.0,779782974.0,1478373666.0
IG.MI,10727407616.0,Utilities,Utilities - Regulated Gas,EUR,MIL,ITALGAS,EQUITY,4252037.0,2653695.0,623377529.0,1016334191.0
INW.MI,6771488256.0,Real Estate,Real Estate Services,EUR,MIL,INWIT,EQUITY,5003560.0,2670473.0,265158203.0,902344843.0
ISP.MI,98362408960.0,Financial Services,Banks - Regional,EUR,MIL,INTESA SANPAOLO,EQUITY,60529491.0,68207770.0,15272340547.0,17387732025.0
IVG.MI,5113858560.0,Industrials,Farm & Heavy Construction Machinery,EUR,MIL,IVECO GROUP,EQUITY,1091709.0,1177137.0,248634741.0,266346803.0
LDO.MI,32490233856.0,Industrials,Aerospace & Defense,EUR,MIL,LEONARDO,EQUITY,2910111.0,4575004.0,402222400.0,576988679.0
LTMC.MI,6286317568.0,Consumer Cyclical,Gambling,EUR,MIL,LOTTOMATICA GROUP,EQUITY,1110853.0,874753.0,212872052.0,235380097.0
MB.MI,14578107392.0,Financial Services,Banks - Regional,EUR,MIL,MEDIOBANCA,EQUITY,2227840.0,1626097.0,,806534267.0
MONC.MI,14769516544.0,Consumer Cyclical,Apparel Manufacturing,EUR,MIL,MONCLER,EQUITY,997032.0,750696.0,225899170.0,271598300.0
NEXI.MI,4006394880.0,Technology,Software - Infrastructure,EUR,MIL,NEXI,EQUITY,20384737.0,17400612.0,414871847.0,1172488905.0
PRY.MI,34360037376.0,Industrials,Electrical Equipment & Parts,EUR,MIL,PRYSMIAN,EQUITY,1214490.0,1233127.0,286777000.0,286811649.0
PST.MI,27901136896.0,Industrials,Conglomerates,EUR,MIL,POSTE ITALIANE,EQUITY,2525987.0,2782220.0,454804088.0,1292342627.0
RACE.MI,53253681152.0,Consumer Cyclical,Auto Manufacturers,EUR,MIL,FERRARI,EQUITY,604179.0,614241.0,155659732.0,176490100.0
REC.MI,9943372800.0,Healthcare,Drug Manufacturers - General,EUR,MIL,RECORDATI ORD,EQUITY,375904.0,453468.0,108559979.0,203421916.0
REY.MI,3120188160.0,Technology,Information Technology Services,EUR,MIL,REPLY,EQUITY,140215.0,129467.0,23007382.0,37278236.0
SPM.MI,8019188224.0,Energy,Oil & Gas Equipment & Services,EUR,MIL,SAIPEM,EQUITY,40864118.0,43943081.0,1261591213.0,1940282698.0
SRG.MI,22812669952.0,Utilities,Utilities - Regulated Gas,EUR,MIL,SNAM,EQUITY,7609871.0,6395729.0,2051764429.0,3355791415.0
STLAM.MI,19966556160.0,Consumer Cyclical,Auto Manufacturers,EUR,MIL,STELLANTIS,EQUITY,35301419.0,36556055.0,2442897057.0,2897483196.0
STMMI.MI,30115905536.0,Technology,Semiconductors,EUR,MIL,STMICROELECTRONICS,EQUITY,5871953.0,6650277.0,637931116.0,888768152.0
TEN.MI,25705426944.0,Energy,Oil & Gas Equipment & Services,EUR,MIL,TENARIS,EQUITY,2467453.0,2083027.0,316693702.0,1009639756.0
TGYM.MI,3886181632.0,Consumer Cyclical,Leisure,EUR,MIL,TECHNOGYM,EQUITY,202798.0,197715.0,107048725.0,199291355.0
TIT.MI,14328826880.0,Communication Services,Telecom Services,EUR,MIL,TELECOM ITALIA,EQUITY,197536405.0,145924311.0,15087461011.0,15257644386.0
TRN.MI,20698796032.0,Utilities,Utilities - Regulated Electric,EUR,MIL,TERNA,EQUITY,3982126.0,4227802.0,,2005697373.0
UCG.MI,102661963776.0,Financial Services,Banks - Regional,EUR,MIL,UNICREDIT,EQUITY,6528858.0,8371867.0,1500222927.0,1498277375.0
UNI.MI,15498768384.0,Financial Services,Insurance - Diversified,EUR,MIL,UNIPOL,EQUITY,1677957.0,1630669.0,389514115.0,717203493.0
AALB.AS,3451766272.0,Industrials,Specialty Industrial Machinery,EUR,AMS,AALBERTS N.V.,EQUITY,284662.0,393656.0,107967621.0,106998342.0
ABN.AS,23922229248.0,Financial Services,Banks - Diversified,EUR,AMS,ABN AMRO BANK N.V.,EQUITY,2439981.0,2192904.0,580636780.0,823201264.0
AD.AS,36237262848.0,Consumer Defensive,Grocery Stores,EUR,AMS,KONINKLIJKE AHOLD DELHAIZE N.V.,EQUITY,2243650.0,2442413.0,877529316.0,884267048.0
ADYEN.AS,27083710464.0,Technology,Software - Infrastructure,EUR,AMS,ADYEN,EQUITY,152272.0,162788.0,28212725.0,31536692.0
AGN.AS,10221646848.0,Financial Services,Insurance - Diversified,EUR,AMS,AEGON,EQUITY,7610199.0,8259246.0,1143907875.0,1504328323.0
AKZA.AS,8916123648.0,Basic Materials,Specialty Chemicals,EUR,AMS,AKZO NOBEL,EQUITY,701040.0,709279.0,153630690.0,171069142.0
ALFEN.AS,208732640.0,Industrials,Electrical Equipment & Parts,EUR,AMS,ALFEN,EQUITY,252379.0,165421.0,21213539.0,21742981.0
AMG.AS,1069664512.0,Basic Materials,Other Industrial Metals & Mining,EUR,AMS,AMG Critical Materials N.V.,EQUITY,319502.0,511301.0,30266199.0,32335683.0
APAM.AS,2899453952.0,Basic Materials,Steel,EUR,AMS,APERAM,EQUITY,223730.0,249690.0,42814690.0,72341663.0
ARCAD.AS,2508036352.0,Industrials,Engineering & Construction,EUR,AMS,ARCADIS,EQUITY,283267.0,240304.0,85629221.0,85047217.0
ASM.AS,37045866496.0,Technology,Semiconductor Equipment & Materials,EUR,AMS,ASM International N.V.,EQUITY,183457.0,180040.0,46545989.0,48886070.0
ASML.AS,492947537920.0,Technology,Semiconductor Equipment & Materials,EUR,AMS,ASML HOLDING,EQUITY,761198.0,850198.0,385294331.0,385417665.0
ASRNL.AS,12719963136.0,Financial Services,Insurance - Diversified,EUR,AMS,ASR NEDERLAND,EQUITY,522300.0,516649.0,193829471.0,204558568.0
BESI.AS,16654731264.0,Technology,Semiconductor Equipment & Materials,EUR,AMS,BE Semiconductor Industries N.V,EQUITY,510464.0,501430.0,70476750.0,78745777.0
BFIT.AS,2064565248.0,Consumer Cyclical,Leisure,EUR,AMS,BASIC-FIT,EQUITY,152566.0,143748.0,43081997.0,64809323.0
CRBN.AS,1101246976.0,Basic Materials,Specialty Chemicals,EUR,AMS,CORBION,EQUITY,130150.0,105416.0,48530358.0,57626739.0
DSFIR.AS,15687896064.0,Basic Materials,Specialty Chemicals,EUR,AMS,DSM FIRMENICH AG,EQUITY,882131.0,803063.0,235201044.0,250215327.0
ECMPA.AS,1539227264.0,Real Estate,REIT - Retail,EUR,AMS,EUROCOMMERCIAL PROPERTIES,EQUITY,83405.0,69548.0,54341696.0,54679475.0
EXO.AS,22629419008.0,Industrials,Farm & Heavy Construction Machinery,EUR,AMS,EXOR,EQUITY,283285.0,286623.0,79185634.0,202231958.0
FAGR.AS,,,,EUR,AMS,"FAGR.AS,0P0000ENSW,0",MUTUALFUND,,0.0,,
FLOW.AS,1239086464.0,Financial Services,Capital Markets,EUR,AMS,FLOW TRADERS,EQUITY,133473.0,125665.0,38587261.0,43568441.0
FUR.AS,1229131392.0,Energy,Oil & Gas Equipment & Services,EUR,AMS,FUGRO,EQUITY,603106.0,580359.0,107193836.0,111334361.0
GLPG.AS,1607888512.0,Healthcare,Biotechnology,EUR,AMS,GALAPAGOS,EQUITY,80041.0,82698.0,44538512.0,65897071.0
HEIA.AS,38191316992.0,Consumer Defensive,Beverages - Brewers,EUR,AMS,HEINEKEN,EQUITY,807583.0,1059128.0,267725227.0,558842819.0
IMCD.AS,5426297856.0,Basic Materials,Specialty Chemicals,EUR,AMS,IMCD,EQUITY,435230.0,304816.0,55914127.0,59032832.0
INGA.AS,70705979392.0,Financial Services,Banks - Diversified,EUR,AMS,ING GROEP N.V.,EQUITY,8726644.0,9581919.0,2902060371.0,2874893503.0
INPST.AS,7588905472.0,Industrials,Integrated Freight & Logistics,EUR,AMS,INPOST S.A.,EQUITY,2162694.0,1974977.0,226123402.0,499598776.0
JDEP.AS,15398946816.0,Consumer Defensive,Packaged Foods,EUR,AMS,JDE PEET'S,EQUITY,494357.0,1203327.0,153228426.0,485464923.0
KPN.AS,18412541952.0,Communication Services,Telecom Services,EUR,AMS,KPN KON,EQUITY,11961811.0,10628360.0,3820701316.0,3816861887.0
MT.AS,39608987648.0,Basic Materials,Steel,EUR,AMS,ARCELORMITTAL SA,EQUITY,2636391.0,2793223.0,420468736.0,761125819.0
NN.AS,18681884672.0,Financial Services,Insurance - Diversified,EUR,AMS,NN GROUP,EQUITY,689267.0,679744.0,262086770.0,261651046.0
OCI.AS,767469312.0,Basic Materials,Specialty Chemicals,EUR,AMS,OCI N.V.,EQUITY,682861.0,393485.0,105047562.0,210939330.0
PHIA.AS,23087783936.0,Healthcare,Medical Devices,EUR,AMS,KON.PHILIPS N.V.,EQUITY,1610412.0,1368341.0,950889393.0,951288934.0
PNL.AS,566670208.0,Industrials,Integrated Freight & Logistics,EUR,AMS,POSTNL,EQUITY,2031664.0,1795719.0,492382498.0,508680625.0
PRX.AS,89725435904.0,Consumer Cyclical,Internet Retail,EUR,AMS,PROSUS,EQUITY,3451800.0,3402762.0,1279602164.0,2159194365.0
RAND.AS,3818324992.0,Industrials,Staffing & Employment Services,EUR,AMS,Randstad N.V.,EQUITY,800675.0,919744.0,77062170.0,175232895.0
REN.AS,50716868608.0,Industrials,Specialty Business Services,EUR,AMS,RELX,EQUITY,2144159.0,1218032.0,1804599908.0,1788323929.0
SBMO.AS,6143310336.0,Energy,Oil & Gas Equipment & Services,EUR,AMS,SBM OFFSHORE,EQUITY,468734.0,603606.0,135387474.0,167119433.0
SHELL.AS,220039118848.0,Energy,Oil & Gas Integrated,EUR,AMS,SHELL PLC,EQUITY,7122265.0,7534340.0,5517774054.0,5599256396.0
TWEKA.AS,1623287680.0,Technology,Communication Equipment,EUR,AMS,TKH GROUP N.V.,EQUITY,104600.0,99614.0,26887409.0,39884014.0
UMG.AS,35624816640.0,Communication Services,Entertainment,EUR,AMS,UNIVERSAL MUSIC GROUP,EQUITY,3068852.0,5535864.0,1035934903.0,1833967537.0
UNA.AS,108473614336.0,Consumer Defensive,Household & Personal Products,EUR,AMS,UNILEVER PLC,EQUITY,2049579.0,3147220.0,2160934799.0,2183886100.0
VPK.AS,5035886080.0,Energy,Oil & Gas Midstream,EUR,AMS,VOPAK,EQUITY,174651.0,169448.0,56974047.0,114608238.0
WKL.AS,14077566976.0,Industrials,Specialty Business Services,EUR,AMS,WOLTERS KLUWER,EQUITY,1254301.0,1084598.0,225612725.0,224531799.0
BAKKA.OL,28069986304.0,Consumer Defensive,Farm Products,NOK,OSL,BAKKAFROST,EQUITY,137318.0,102109.0,40143519.0,59294436.0
ALTR.LS,1005145280.0,Basic Materials,Paper & Paper Products,EUR,LIS,ALTRI SGPS,EQUITY,314835.0,353669.0,61000005.0,205131672.0
BCP.LS,13338970112.0,Financial Services,Banks - Regional,EUR,LIS,B.C.P.-BCO COMERCIAL PORTUGUES,EQUITY,61818802.0,71243243.0,8831552244.0,14804627089.0
COR.LS,892430016.0,Basic Materials,Lumber & Wood Production,EUR,LIS,Corticeira Amorim-SGPS,EQUITY,138550.0,125584.0,38030020.0,133000000.0
CTT.LS,895881088.0,Industrials,Integrated Freight & Logistics,EUR,LIS,"CTT-CORREIOS DE PORTUGAL, SA",EQUITY,418568.0,570683.0,77753985.0,132388875.0
EDP.LS,19574118400.0,Utilities,Utilities - Diversified,EUR,LIS,"EDP, SA",EQUITY,13249255.0,10998221.0,2716012447.0,4133921624.0
EDPR.LS,15197938688.0,Utilities,Utilities - Renewable,EUR,LIS,EDP RENOVAVEIS,EQUITY,1103775.0,1145805.0,301415277.0,1051033116.0
EGL.LS,1519767936.0,Industrials,Engineering & Construction,EUR,LIS,MOTA ENGIL,EQUITY,2081122.0,2322722.0,,306775950.0
GALP.LS,14253441024.0,Energy,Oil & Gas Integrated,EUR,LIS,GALP ENERGIA-NOM,EQUITY,2469478.0,3226024.0,340622503.0,679676292.0
IBS.LS,461182336.0,Consumer Cyclical,Restaurants,EUR,LIS,Ibersol-SGPS,EQUITY,13935.0,14283.0,14356986.0,40366030.0
JMT.LS,13096569856.0,Consumer Defensive,Food Distribution,EUR,LIS,"J.MARTINS,SGPS",EQUITY,901650.0,878047.0,274877128.0,628434220.0
NBA.LS,344508992.0,Technology,Information Technology Services,EUR,LIS,"Novabase, SGPS - Nom.",EQUITY,3044.0,2975.0,9452520.0,37691134.0
NOS.LS,2847632896.0,Communication Services,Telecom Services,EUR,LIS,"NOS, SGPS, SA",EQUITY,820679.0,713788.0,158571965.0,511704041.0
NVG.LS,2416600064.0,Basic Materials,Paper & Paper Products,EUR,LIS,THE NAVIGATOR COMP,EQUITY,1092767.0,1213692.0,213141566.0,711183069.0
PHR.LS,63526912.0,Communication Services,Telecom Services,EUR,LIS,"PHarol, SGPS, SA",EQUITY,2868536.0,1465622.0,821822948.0,821822948.0
RENE.LS,2603491328.0,Utilities,Utilities - Diversified,EUR,LIS,REN,EQUITY,561931.0,675394.0,383054827.0,663309888.0
SEM.LS,1813034880.0,Basic Materials,Paper & Paper Products,EUR,LIS,SEMAPA,EQUITY,27937.0,21282.0,13401282.0,79869373.0
SON.LS,3986795008.0,Consumer Defensive,Grocery Stores,EUR,LIS,SONAE,EQUITY,2193760.0,2140419.0,783881695.0,1944778067.0
A3M.MC,1134899328.0,Communication Services,Entertainment,EUR,MCE,ATRESMEDIA CORPORACION DE MEDIO,EQUITY,376718.0,314914.0,96781687.0,225178424.0
ACS.MC,31261286400.0,Industrials,Engineering & Construction,EUR,MCE,"ACS,ACTIVIDADES DE CONSTRUCCION",EQUITY,373422.0,374869.0,146039558.0,260510722.0
ACX.MC,3331026944.0,Basic Materials,Steel,EUR,MCE,"ACERINOX, S.A.",EQUITY,1286464.0,964833.0,178204960.0,249328371.0
AENA.MC,40199999488.0,Industrials,Airports & Air Services,EUR,MCE,"AENA, S.M.E., S.A.",EQUITY,1739903.0,1538494.0,703950000.0,1500000000.0
AMS.MC,20823203840.0,Technology,Information Technology Services,EUR,MCE,"AMADEUS IT GROUP, S.A.",EQUITY,1291915.0,1176476.0,430867644.0,422339336.0
ANA.MC,13070314496.0,Industrials,Engineering & Construction,EUR,MCE,"ACCIONA, S.A.",EQUITY,90982.0,71933.0,23867768.0,54505065.0
ANE.MC,7180516864.0,Utilities,Utilities - Renewable,EUR,MCE,CORPORACI...N ACCIONA ENERG...A,EQUITY,305312.0,282399.0,28728274.0,324323262.0
BBVA.MC,111018074112.0,Financial Services,Banks - Diversified,EUR,MCE,BANCO BILBAO VIZCAYA ARGENTARIA,EQUITY,13317673.0,24182863.0,5653057338.0,5634005398.0
BKT.MC,13026601984.0,Financial Services,Banks - Regional,EUR,MCE,"BANKINTER, S.A.",EQUITY,2295046.0,1806915.0,640195276.0,898696272.0
CABK.MC,74284990464.0,Financial Services,Banks - Regional,EUR,MCE,"CAIXABANK, S.A.",EQUITY,10243672.0,17703990.0,3473083665.0,6969999703.0
CAF.MC,2092697984.0,Industrials,Railroads,EUR,MCE,CONSTRUCCIONES Y AUXILIAR DE FE,EQUITY,31384.0,25124.0,21682886.0,34248500.0
CIE.MC,3469518336.0,Consumer Cyclical,Auto Parts,EUR,MCE,"CIE AUTOMOTIVE, S.A.",EQUITY,75986.0,67460.0,33816237.0,118604980.0
CLNX.MC,20213452800.0,Real Estate,Real Estate Services,EUR,MCE,"CELLNEX TELECOM, S.A.",EQUITY,1656135.0,1296328.0,524462752.0,671534592.0
COL.MC,3295889920.0,Real Estate,REIT - Office,EUR,MCE,"COLONIAL SFL, SOCIMI. S.A.",EQUITY,1802905.0,1549682.0,268614673.0,615008971.0
ELE.MC,39705886720.0,Utilities,Utilities - Regulated Electric,EUR,MCE,"ENDESA,S.A.",EQUITY,1060351.0,840029.0,296620164.0,1030518808.0
ENG.MC,4484011008.0,Utilities,Utilities - Regulated Gas,EUR,MCE,"ENAGAS,S.A.",EQUITY,1469373.0,2719673.0,224352035.0,259942673.0
FDR.MC,3961124096.0,Consumer Cyclical,Leisure,EUR,MCE,"FLUIDRA, S.A.",EQUITY,353343.0,393562.0,85430015.0,189882035.0
FER.MC,43696263168.0,Industrials,Engineering & Construction,EUR,MCE,FERROVIAL SE,EQUITY,880208.0,947688.0,422733730.0,717735287.0
GRF.MC,6080259584.0,Healthcare,Drug Manufacturers - General,EUR,MCE,GRIFOLS S.A.,EQUITY,2139236.0,2951982.0,417315170.0,422351576.0
IAG.MC,20169723904.0,Industrials,Airlines,EUR,MCE,INTL CONSOLIDATED AIRLINES GROU,EQUITY,10560306.0,10968639.0,2819481568.0,4513246971.0
IBE.MC,137319415808.0,Utilities,Utilities - Diversified,EUR,MCE,ACCIONES IBERDROLA,EQUITY,10843161.0,9806329.0,6321455276.0,6757845603.0
IDR.MC,8830184448.0,Technology,Information Technology Services,EUR,MCE,"INDRA SISTEMAS S.A., SERIE A",EQUITY,1433572.0,1766920.0,74123019.0,174993738.0
ITX.MC,168197406720.0,Consumer Cyclical,Apparel Retail,EUR,MCE,INDUSTRIA DE DISE...O TEXTIL S.,EQUITY,2237686.0,2393081.0,1109223400.0,3114766768.0
LOG.MC,4410145280.0,Industrials,Integrated Freight & Logistics,EUR,MCE,COMPA...IA DE DISTRIBUCION INTE,EQUITY,329157.0,243124.0,58532926.0,132119391.0
MAP.MC,12567960576.0,Financial Services,Insurance - Diversified,EUR,MCE,"MAPFRE, S.A.",EQUITY,3250498.0,2518451.0,916584787.0,3063861435.0
MRL.MC,9298713600.0,Real Estate,REIT - Office,EUR,MCE,"MERLIN PROPERTIES SOCIMI, S.A.",EQUITY,1464779.0,1742010.0,394560515.0,619088759.0
MTS.MC,39578542080.0,Basic Materials,Steel,EUR,MCE,ARCELORMITTAL SA,EQUITY,279683.0,340046.0,420468736.0,761125819.0
NTGY.MC,24827346944.0,Utilities,Utilities - Regulated Gas,EUR,MCE,"NATURGY ENERGY GROUP, S.A.",EQUITY,1886768.0,2842327.0,194283260.0,926393571.0
RED.MC,8289859584.0,Utilities,Utilities - Regulated Electric,EUR,MCE,"REDEIA CORPORACION, S.A.",EQUITY,1752422.0,1888087.0,405656922.0,540408058.0
REP.MC,23835996160.0,Energy,Oil & Gas Integrated,EUR,MCE,"REPSOL,  S.A.",EQUITY,5940591.0,6396646.0,1103640639.0,1103235397.0
ROVI.MC,4263310336.0,Healthcare,Drug Manufacturers - Specialty & Generic,EUR,MCE,LABORATORIOS FARMACEUTICOS ROVI,EQUITY,127417.0,90130.0,16296230.0,51149498.0
SAB.MC,16078485504.0,Financial Services,Banks - Diversified,EUR,MCE,BANCO DE SABADELL,EQUITY,18114445.0,17468064.0,4964736469.0,4918723430.0
SAN.MC,151896211456.0,Financial Services,Banks - Diversified,EUR,MCE,BANCO SANTANDER S.A.,EQUITY,33856939.0,34498823.0,14467022306.0,14412339420.0
SCYR.MC,3725099264.0,Industrials,Engineering & Construction,EUR,MCE,"SACYR, S.A.",EQUITY,2992287.0,2835818.0,,799720793.0
SLR.MC,2890113792.0,Utilities,Utilities - Renewable,EUR,MCE,SOLARIA ENERGIA Y MEDIO AMBIENT,EQUITY,1180848.0,1254407.0,31778165.0,124950876.0
TEF.MC,21687152640.0,Communication Services,Telecom Services,EUR,MCE,"TELEFONICA,S.A.",EQUITY,14220411.0,12668732.0,3927428876.0,5637918350.0
UNI.MC,7088812544.0,Financial Services,Banks - Regional,EUR,MCE,"UNICAJA BANCO, S.A.",EQUITY,5733285.0,4960250.0,923038348.0,2568200415.0
VID.MC,2762035456.0,Consumer Cyclical,Packaging & Containers,EUR,MCE,"VIDRALA, S.A.",EQUITY,47378.0,38724.0,21813724.0,34854092.0
ABB.ST,1539794534400.0,Industrials,Electrical Equipment & Parts,SEK,STO,ABB Ltd,EQUITY,553063.0,511078.0,1816963740.0,1814625757.0
ADDT-B.ST,87682048000.0,Industrials,Industrial Distribution,SEK,STO,Addtech AB ser. B,EQUITY,452273.0,443667.0,256146040.0,257092658.0
ALFA.ST,226668150784.0,Industrials,Specialty Industrial Machinery,SEK,STO,Alfa Laval AB,EQUITY,693611.0,759153.0,290828795.0,413326315.0
ASSA-B.ST,406433038336.0,Industrials,Security & Protection Services,SEK,STO,ASSA ABLOY AB ser. B,EQUITY,1984725.0,1907352.0,970185373.0,1053250365.0
