date,open,high,low,close,volume_btc,volume_usd
2010-08-27,0.064,0.065,0.063,0.065,9009.973,583.708613
2010-08-28,0.065,0.065,0.0641,0.0646,6174.005,399.4527639
2010-08-29,0.0646,0.0648,0.064,0.064,3173.402,204.8752337
2010-08-30,0.064,0.069,0.03211,0.06497,34193.138,2134.99651286
2010-08-31,0.06497,0.06497,0.06,0.06,14886.907,933.22890492
2010-09-01,0.06,0.0629,0.05961,0.0629,7164.722,436.730099
2010-09-02,0.0629,0.0634,0.0601,0.0634,8150.73,498.9765628
2010-09-03,0.0634,0.0634,0.06085,0.06085,892.0,54.61025
2010-09-04,0.06085,0.06238,0.06085,0.06238,3301.0,202.26638
2010-09-05,0.06238,0.064,0.0605,0.06165,8459.24,527.96945246
2010-09-06,0.06165,0.0627,0.0616,0.0616,910.0,56.128
2010-09-07,0.0616,0.06201,0.0603,0.06101,3457.192,212.35224479
2010-09-08,0.06101,0.062,0.06099,0.062,2345.41,143.36492
2010-09-09,0.062,0.0624,0.06109,0.06111,1733.502,107.6759279
2010-09-10,0.06111,0.0618,0.06014,0.0618,4939.788,301.79614516
2010-09-11,0.0618,0.065,0.0618,0.06366,7749.14,491.192371
2010-09-12,0.06366,0.06366,0.0615,0.0615,793.88,48.98673581
2010-09-13,0.0615,0.064,0.0607,0.06219,10076.336,632.19595537
2010-09-14,0.06219,0.175,0.061,0.06199,14014.808,876.75528827
2010-09-15,0.06199,0.0625,0.0604,0.0604,3651.85,223.27125883
2010-09-16,0.0604,0.0619,0.0604,0.0619,730.0,45.1686
2010-09-17,0.0619,0.0619,0.059,0.0601,7262.0,438.94275418
2010-09-18,0.0601,0.061,0.05761,0.061,7092.609,427.75509344
2010-09-19,0.061,0.0627,0.06,0.0627,12852.17,797.36052362
2010-09-20,0.0627,0.0634,0.062,0.0621,14307.94,891.1876315
2010-09-21,0.0621,0.0633,0.0621,0.06265,5735.946,359.8172192
2010-09-22,0.06265,0.06265,0.06147,0.0622,11560.4,717.32508
2010-09-23,0.0622,0.063,0.0615,0.06231,15505.33,970.0930669
2010-09-24,0.06231,0.0624,0.06209,0.0622,684.375,42.6571
2010-09-25,0.0622,0.0624,0.0617,0.06202,2152.5,133.05095
2010-09-26,0.06202,0.06228,0.06186,0.0622,12058.125,748.20160625
2010-09-27,0.0622,0.06228,0.0619,0.06221,10752.245,668.5254443
2010-09-28,0.06221,0.06271,0.0617,0.0619,7086.153,439.04595529
2010-09-29,0.0619,0.062,0.0615,0.06191,23475.642,1450.79045086
2010-09-30,0.06191,0.06191,0.06155,0.0619,7917.025,488.14501265
2010-10-01,0.0619,0.062,0.06189,0.06197,1717.45,106.4618581
2010-10-02,0.06197,0.06197,0.06125,0.0614,13059.737,802.51667662
2010-10-03,0.0614,0.0614,0.061,0.06111,7172.633,439.88129455
2010-10-04,0.06111,0.062,0.06081,0.0613,33995.369,2079.88766329
2010-10-05,0.0613,0.06301,0.0609,0.0614,27526.613,1699.19527154
2010-10-06,0.0614,0.0635,0.0612,0.06281,33433.302,2091.2833326
2010-10-07,0.06281,0.067,0.0628,0.067,43692.981,2812.79229395
2010-10-08,0.067,0.088,0.01,0.08685,139287.286,10784.22974509
2010-10-09,0.08685,0.12001,0.068,0.0938,187846.954,16104.87300711
2010-10-10,0.0938,0.1301,0.07999,0.0965,50684.192,4889.34882748
2010-10-11,0.0965,0.103,0.091,0.095,14092.905,1395.228085
2010-10-12,0.095,0.099,0.082,0.0949,25660.749,2396.8167869
2010-10-13,0.0949,0.105,0.092,0.105,47557.265,4558.5239107
2010-10-14,0.105,0.105,0.065,0.102,37217.28,3701.64502755
2010-10-15,0.102,0.119,0.092,0.105,24643.334,2554.90521892
2010-10-16,0.105,0.105,0.1,0.101,6284.708,633.63076692
2010-10-17,0.101,0.1045,0.10001,0.102,18222.191,1857.80134986
2010-10-18,0.102,0.103,0.097,0.1024,25665.087,2591.6409552
2010-10-19,0.1024,0.1024,0.097,0.097,6235.1,623.33733
2010-10-20,0.097,0.103,0.094,0.099,31855.0,3221.08376
2010-10-21,0.099,0.109,0.097,0.107,44867.0,4616.851667
2010-10-22,0.107,0.10901,0.1015,0.10901,34603.909,3665.43402971
2010-10-23,0.10901,0.10901,0.10449,0.1055,4423.469,481.515121
2010-10-24,0.1055,0.19,0.1055,0.11501,13800.23,1560.60996
2010-10-25,0.11501,0.19,0.09009,0.132,30299.635,4450.000605
2010-10-26,0.132,0.18,0.132,0.1503,19219.125,2995.09142
2010-10-27,0.1503,0.19,0.1503,0.1877,65605.872,11594.017888
2010-10-28,0.1877,0.191,0.1731,0.1731,21525.035,4009.66975927
2010-10-29,0.1731,0.19,0.173,0.19,28686.852,5380.4898858
2010-10-30,0.19,0.199,0.1875,0.1989,26708.94,5112.034034
2010-10-31,0.1989,0.1989,0.171,0.1925,40337.756,7829.46048952
2010-11-01,0.1925,0.1955,0.172,0.1955,21258.611,4049.753725
2010-11-02,0.1955,0.1955,0.1905,0.1938,5853.394,1121.3397176
2010-11-03,0.1938,0.275,0.125,0.1931,61472.627,11769.61462949
2010-11-04,0.1931,0.23601,0.1931,0.23,29698.431,6229.16344661
2010-11-05,0.23,0.2639,0.2101,0.2639,36622.072,8757.148192
2010-11-06,0.2639,0.5,0.2402,0.39,32756.129,9396.96179627
2010-11-07,0.39,0.46999,0.286,0.34,77218.719,27937.74052692
2010-11-08,0.34,0.37,0.2261,0.243,118203.827,38339.26195402
2010-11-09,0.243,0.323,0.199,0.223,47983.393,12808.30486113
2010-11-10,0.223,0.24,0.14,0.24,30387.028,6110.1298337
2010-11-11,0.24,0.24,0.21,0.2231,5031.88,1111.550263
2010-11-12,0.2231,0.29,0.223,0.2682,40720.385,10494.46308814
2010-11-13,0.2682,0.3,0.2682,0.276,21915.573,6351.5839966
2010-11-14,0.276,0.299,0.2702,0.27904,16844.327,4793.8131794
2010-11-15,0.27904,0.2828,0.2682,0.2682,8507.74,2337.4988037
2010-11-16,0.2682,0.275,0.223,0.2251,33931.012,8609.6730792
2010-11-17,0.2251,0.29,0.2116,0.24,32871.602,8662.60689971
2010-11-18,0.24,0.283,0.2221,0.2678,37446.671,10253.2690408
2010-11-19,0.2678,0.28,0.2678,0.28,2157.562,583.44613385
2010-11-20,0.28,0.29,0.26825,0.28301,14652.694,4119.07125308
2010-11-21,0.28301,0.28301,0.27631,0.27675,765.0,212.67088
2010-11-22,0.27675,0.2879,0.269,0.2879,28205.85,7818.64285736
2010-11-23,0.2879,0.2879,0.276,0.28295,4856.923,1361.81867519
2010-11-24,0.28295,0.28299,0.2761,0.28299,2514.912,710.24141758
2010-11-25,0.28299,0.28299,0.278,0.28,1679.595,469.9930752
2010-11-26,0.28,0.289,0.27612,0.2844,33531.876,9510.98109453
2010-11-27,0.2844,0.2844,0.28255,0.283,1825.388,515.8978472
2010-11-28,0.283,0.28461,0.27,0.27,20802.126,5746.30470424
2010-11-29,0.27,0.279,0.2151,0.2299,35055.403,8802.05644856
2010-11-30,0.2299,0.2299,0.204,0.2082,21476.251,4570.5792061
2010-12-01,0.2082,0.2299,0.2082,0.2275,8157.894,1752.72324825
2010-12-02,0.2275,0.2553,0.218,0.255,20312.234,4800.553787
2010-12-03,0.255,0.2552,0.243,0.25105,2570.345,633.78483925
2010-12-04,0.25105,0.2589,0.205,0.206,28560.716,6673.4025762
2010-12-05,0.206,0.235,0.19,0.19,5740.175,1178.0291393
2010-12-06,0.19,0.225,0.1841,0.204,4319.255,863.020207
2010-12-07,0.204,0.2477,0.1701,0.24021,24592.915,5411.79520427
2010-12-08,0.24021,0.24021,0.22,0.2388,3430.41,789.863565
2010-12-09,0.2388,0.2388,0.1701,0.2,21336.327,4411.9354408
2010-12-10,0.2,0.204,0.18251,0.204,1684.254,328.16543868
2010-12-11,0.204,0.228,0.1907,0.228,5788.686,1267.2008993
2010-12-12,0.228,0.228,0.20676,0.22,1963.558,418.8037469
2010-12-13,0.22,0.23,0.21,0.2299,6415.59,1425.91938662
2010-12-14,0.2299,0.2468,0.21,0.24669,10388.097,2403.8267417
2010-12-15,0.24669,0.24669,0.238,0.24,3684.68,901.1484578
2010-12-16,0.24,0.255,0.22221,0.24996,14355.331,3522.62327006
2010-12-17,0.24996,0.24996,0.24,0.24,525.513,130.185227
2010-12-18,0.24,0.24881,0.24,0.241,169.109,41.67057729
2010-12-19,0.241,0.2499,0.24,0.2401,2000.757,487.494493
2010-12-20,0.2401,0.275,0.24,0.267,10682.705,2769.8807565
2010-12-21,0.267,0.267,0.24,0.24,9225.789,2291.81427904
2010-12-22,0.24,0.25,0.24,0.25,3800.458,949.37609
2010-12-23,0.25,0.25,0.241,0.25,8650.148,2160.7383892
2010-12-24,0.25,0.25,0.242,0.248,5033.249,1252.0458158
2010-12-25,0.248,0.25,0.2475,0.2499,703.0,175.4417
2010-12-26,0.2499,0.27,0.24639,0.265,16584.97,4203.0328292
2010-12-27,0.265,0.27,0.251,0.265,4935.49,1270.151704
2010-12-28,0.265,0.281,0.2612,0.281,15438.708,4238.983397
2010-12-29,0.281,0.301,0.271,0.3,18609.144,5363.74749398
2010-12-30,0.3,0.3,0.291,0.3,2539.873,759.917027
2010-12-31,0.3,0.3,0.292,0.3,1453.719,428.4412
2011-01-01,0.3,0.3,0.292,0.3,2821.243,841.9497608
2011-01-02,0.3,0.3,0.289,0.29997,5352.108,1584.6618221
2011-01-03,0.29997,0.29997,0.29,0.295,1425.19,420.850466
2011-01-04,0.295,0.29987,0.289,0.29895,1879.003,548.3304369
2011-01-05,0.29895,0.299,0.29004,0.299,357.157,106.19443563
2011-01-06,0.299,0.299,0.29,0.298,3456.489,1031.2757853
2011-01-07,0.298,0.322,0.2975,0.32,42601.118,13152.1498161
2011-01-08,0.32,0.3229,0.309,0.3229,1629.438,512.0372754
2011-01-09,0.3229,0.323,0.3229,0.323,1691.366,546.1842181
2011-01-10,0.323,0.329,0.3175,0.32659,10355.828,3360.6529941
2011-01-11,0.32659,0.32659,0.31761,0.32659,4857.8,1578.65990513
2011-01-12,0.32659,0.3557,0.31799,0.3188,31359.765,10508.16658726
2011-01-13,0.3188,0.405,0.3176,0.3176,20118.897,7147.03041942
2011-01-14,0.3176,0.45,0.3176,0.4,27130.957,10691.1105788
2011-01-15,0.4,0.4,0.385,0.3861,1515.661,591.1502249
2011-01-16,0.3861,0.4,0.386,0.38679,2778.71,1085.15873273
2011-01-17,0.38679,0.38679,0.315,0.3495,18241.146,6360.69439524
2011-01-18,0.3495,0.3495,0.305,0.31299,15671.508,4950.5107684
2011-01-19,0.31299,0.31299,0.305,0.31299,7291.627,2247.62096063
2011-01-20,0.31299,0.39,0.31,0.39,19881.979,6900.04944037
2011-01-21,0.39,0.44,0.368,0.41991,8477.545,3351.62059014
2011-01-22,0.41991,0.4443,0.39,0.4443,10534.27,4513.91125516
2011-01-23,0.4443,0.4443,0.42,0.4424,1148.402,505.82674814
2011-01-24,0.4424,0.4424,0.381,0.4199,11061.936,4516.68184348
2011-01-25,0.4199,0.425,0.4,0.41,2163.718,901.2543369
2011-01-26,0.41,0.42,0.3904,0.417,15564.808,6315.94719764
2011-01-27,0.417,0.45,0.40851,0.4212,27708.195,12086.89735527
2011-01-28,0.4212,0.446,0.4212,0.446,5324.497,2301.76994502
2011-01-29,0.446,0.446,0.43,0.439,1448.382,643.63370168
2011-01-30,0.439,0.48,0.439,0.4799,10383.593,4775.80901023
2011-01-31,0.4799,0.95,0.47,0.5501,63516.079,32708.40250239
2011-02-01,0.5501,0.85,0.52011,0.70773,31562.117,23264.17908735
2011-02-02,0.70773,0.76001,0.69,0.716,5627.48,4126.0155456
2011-02-03,0.716,0.75,0.6501,0.69639,8524.501,6064.11978878
2011-02-04,0.69639,0.88,0.67,0.811,42222.189,33965.74143512
2011-02-05,0.811,0.92,0.811,0.92,15786.811,13634.19935074
2011-02-06,0.92,0.92,0.83,0.89968,8744.106,7608.76970652
2011-02-07,0.89968,0.9,0.83,0.89,2264.28,1949.54330076
2011-02-08,0.89,0.918,0.8617,0.918,7021.288,6306.76961277
2011-02-09,0.918,1.09,0.82,1.09,49632.504,47455.0071488
2011-02-10,1.09,1.1,0.8,0.98031,26559.641,25568.80501058
2011-02-11,0.98031,1.0899,0.9264,1.07001,13299.179,13213.53572254
2011-02-12,1.07001,1.08,0.9906,1.0799,4118.92,4353.78652009
2011-02-13,1.0799,1.08,1.0201,1.05,3240.64,3398.29831012
2011-02-14,1.05,1.08,1.033,1.07,7096.548,7532.40991521
2011-02-15,1.07,1.085,1.035,1.05,8616.577,9085.50414354
2011-02-16,1.05,1.05019,1.0201,1.045,7192.375,7465.03308264
2011-02-17,1.045,1.05019,1.02,1.04,4009.844,4184.96085737
2011-02-18,1.04,1.04019,0.78009,0.8989,36948.156,32719.75152632
2011-02-19,0.8989,0.98,0.8376,0.94898,3798.708,3454.71585862
2011-02-20,0.94898,0.94898,0.83,0.865,9974.046,8503.38041899
2011-02-21,0.865,0.8796,0.8313,0.8345,1700.121,1435.86370932
2011-02-22,0.8345,0.95,0.8313,0.87023,12095.264,10650.28820188
2011-02-23,0.87023,0.945,0.8681,0.9,6718.872,6057.76931795
2011-02-24,0.9,1.0,0.9,0.99743,13418.685,12708.12028708
2011-02-25,0.99743,0.99979,0.91109,0.9112,4461.061,4276.30173593
2011-02-26,0.9112,0.97,0.91061,0.958,4744.406,4452.63170401
2011-02-27,0.958,0.958,0.89,0.89,23268.75,21576.81744681
2011-02-28,0.89,0.92001,0.845,0.8702,4651.674,4108.59689775
2011-03-01,0.8702,0.97,0.8502,0.92022,22569.783,21413.4272225
2011-03-02,0.92022,0.94,0.9102,0.9399,2741.873,2533.96277938
2011-03-03,0.9399,0.9399,0.91,0.93909,2746.67,2520.5789488
2011-03-04,0.93909,0.93909,0.9001,0.9012,2711.885,2469.56419698
2011-03-05,0.9012,0.9189,0.8111,0.9103,12570.588,11115.0386486
2011-03-06,0.9103,0.9103,0.81,0.8999,12626.492,10775.11277662
2011-03-07,0.8999,0.909,0.846,0.88502,15271.268,13527.29787862
2011-03-08,0.88502,0.88502,0.84999,0.86999,4527.851,3931.42188925
2011-03-09,0.86999,0.87,0.85,0.86449,4546.046,3881.21600555
2011-03-10,0.86449,0.9329,0.84965,0.9329,8869.013,7895.07394061
2011-03-11,0.9329,0.9329,0.8601,0.88,3725.512,3301.73293993
2011-03-12,0.88,0.9197,0.88,0.918,4822.829,4319.59966173
2011-03-13,0.918,0.918,0.88976,0.89249,660.31,595.4206011
2011-03-14,0.89249,0.9,0.88,0.8949,5269.235,4676.61653707
2011-03-15,0.8949,0.8949,0.87,0.87,2732.157,2405.41084962
2011-03-16,0.87,0.88,0.836,0.86,7929.615,6761.32006973
2011-03-17,0.86,0.88,0.81,0.82542,7159.779,6042.76763965
2011-03-18,0.82542,0.85062,0.70999,0.81648,14226.223,10971.32359872
2011-03-19,0.81648,0.81648,0.73127,0.765,9875.038,7457.82756979
2011-03-20,0.765,0.79,0.7402,0.75218,5815.319,4502.62403926
2011-03-21,0.75218,0.77241,0.7405,0.75897,3695.962,2780.4512132
2011-03-22,0.75897,0.81,0.7405,0.80901,12147.723,9499.23737253
2011-03-23,0.80901,0.85,0.78,0.84971,13262.257,11029.25030887
2011-03-24,0.84971,0.9,0.82659,0.86688,14009.368,12259.77389937
2011-03-25,0.86688,0.88999,0.861,0.88377,4819.415,4225.52951098
2011-03-26,0.88377,0.905,0.841,0.8552,11756.42,10250.97673431
2011-03-27,0.8552,0.87211,0.8152,0.82754,5337.145,4439.0672079
2011-03-28,0.82754,0.85,0.76,0.79898,12565.154,10141.70469831
2011-03-29,0.79898,0.79966,0.7648,0.7925,4215.017,3312.30058905
2011-03-30,0.7925,0.795,0.76599,0.7897,3218.221,2532.13336351
2011-03-31,0.7897,0.80098,0.768,0.78461,6875.082,5429.15614952
2011-04-01,0.78461,0.79697,0.7741,0.77411,3186.767,2483.68752958
2011-04-02,0.77411,0.7998,0.7741,0.78199,2493.595,1965.23279665
2011-04-03,0.78199,0.79487,0.777,0.779,3931.385,3074.75574179
2011-04-04,0.779,0.785,0.5619,0.68,31155.458,21652.68835204
2011-04-05,0.68,0.74784,0.58,0.71,9730.303,6522.71448864
2011-04-06,0.71,0.75,0.6902,0.74,8703.946,6264.04033946
2011-04-07,0.74,0.78491,0.7205,0.7538,10832.992,8178.14150501
2011-04-08,0.7538,0.799,0.7309,0.74999,18207.3,13854.66226135
2011-04-09,0.74999,0.7676,0.7205,0.73,12119.397,8940.96103764
2011-04-10,0.73,0.7589,0.71,0.7369,5348.98,3946.44002038
2011-04-11,0.7369,0.799,0.7103,0.77,14645.925,11255.96451706
2011-04-12,0.77,0.899,0.77,0.86,48417.601,41333.11260509
2011-04-13,0.86,1.0,0.86,0.9225,43397.558,40467.73712876
2011-04-14,0.9225,1.0,0.91,1.0,31111.877,29643.60890267
2011-04-15,1.0,1.08999,0.911,0.98991,50304.611,50488.93920613
2011-04-16,0.98991,1.095,0.95414,1.0499,28869.299,30097.17666549
2011-04-17,1.0499,1.14,1.0255,1.1123,24225.699,26085.24948949
2011-04-18,1.1123,1.1999,1.1103,1.16199,27478.69,31552.54792812
2011-04-19,1.16199,1.1979,1.1436,1.1979,12556.732,14782.06274773
2011-04-20,1.1979,1.1979,1.13,1.1421,21344.953,24691.86369286
2011-04-21,1.1421,1.21,1.14,1.21,39295.694,46345.34981965
2011-04-22,1.21,1.41,1.189,1.40901,39415.39,50929.92235922
2011-04-23,1.40901,1.95,1.3202,1.7001,66620.358,103242.83861784
2011-04-24,1.7001,1.95,1.6,1.6311,21541.692,36076.0063024
2011-04-25,1.6311,1.701,1.52109,1.559,13471.602,21226.88972805
2011-04-26,1.559,1.7949,1.53,1.7949,24054.311,40211.16690399
2011-04-27,1.7949,1.95,1.72,1.9,33055.256,62403.35440753
2011-04-28,1.9,2.65,1.66,2.21059,100238.232,203392.45848419
2011-04-29,2.21059,2.95,2.21,2.88,57577.324,148954.47357215
2011-04-30,2.88,4.14996,2.75,3.55001,65427.797,214977.23542233
2011-05-01,3.55001,3.87,2.5,3.03311,45772.074,143521.98265442
2011-05-02,3.03311,3.495,3.029,3.2,18333.831,59421.72104344
2011-05-03,3.2,3.49,3.11,3.41,16919.179,56187.47500382
2011-05-04,3.41,3.58,3.25,3.40609,17278.288,59434.10799509
2011-05-05,3.40609,3.4498,3.333,3.333,15350.341,52331.39303194
2011-05-06,3.333,3.61001,3.29,3.452,23014.698,80063.98069794
2011-05-07,3.452,3.7,3.425,3.641,17833.289,64359.67749143
2011-05-08,3.641,3.937,3.63,3.8659,21132.514,79620.80698142
2011-05-09,3.8659,3.9,3.6905,3.8,11520.926,43805.91812508
2011-05-10,3.8,5.99001,3.8,5.81,56217.324,266466.70594218
2011-05-11,5.81,6.065,4.6,5.5,52569.146,281496.85721703
2011-05-12,5.5,6.49,5.22,6.30019,31722.464,184839.99045593
2011-05-13,6.30019,8.45,6.30019,8.198,64003.373,478840.49158364
2011-05-14,8.198,8.9,5.83,7.19769,55390.451,435571.01773057
2011-05-15,7.19769,7.78,6.20001,6.98701,18294.87,123255.50104911
2011-05-16,6.98701,8.5,6.75,8.03388,44141.405,343050.47371671
2011-05-17,8.03388,8.38901,6.97991,7.19,35345.455,265868.94554701
2011-05-18,7.19,7.5,6.6,6.88,25403.435,181331.1647892
2011-05-19,6.88,7.34,6.60711,6.8115,24436.409,170134.79940416
2011-05-20,6.8115,7.1,5.5772,5.59039,44460.435,278992.33745624
2011-05-21,5.59039,6.5199,5.5772,6.11971,31111.902,185640.17008586
2011-05-22,6.11971,6.7594,5.99001,6.6901,23872.154,154432.51590668
2011-05-23,6.6901,7.45,6.68999,7.14991,35279.88,250601.29717819
2011-05-24,7.14991,7.51,6.96,7.42,29282.479,211827.28183543
2011-05-25,7.42,9.33,7.21612,8.3997,64049.942,510905.17773898
2011-05-26,8.3997,8.9869,8.01,8.798,28644.99,244820.48195604
2011-05-27,8.798,8.83,8.5002,8.5002,14431.838,125149.04638679
2011-05-28,8.5002,8.7,8.11,8.3001,12247.722,103463.69444804
2011-05-29,8.3001,8.49,8.102,8.4299,7487.54,62138.87448834
2011-05-30,8.4299,9.0,8.25001,8.8,17680.151,154258.84526411
2011-05-31,8.8,9.4998,8.1,8.741,45794.425,406882.26759379
2011-06-01,8.741,9.6987,8.3,9.57,43479.96,400564.34749926
2011-06-02,9.57,10.888,9.5,10.6,41047.265,415112.71732064
2011-06-03,10.6,14.499,10.5752,14.29,72980.242,954513.5370521
2011-06-04,14.29,18.89,14.04,18.89,44475.343,729670.8482534
2011-06-05,18.89,18.998,16.2,16.7,24278.972,420612.4673068
2011-06-06,16.7,19.23,16.4513,18.5499,55092.474,1016927.3940319
2011-06-07,18.5499,24.32,18.26,23.9234,53715.037,1068903.3224625
2011-06-08,23.9234,31.9099,22.2135,29.6,104925.157,2858820.3833788
2011-06-09,29.6,31.5,26.151,28.919,62933.66,1861589.6426567
2011-06-10,28.919,29.399,20.01,23.9497,92208.2,2274786.4045597
2011-06-11,23.9497,23.99,13.0,14.6511,121869.972,2146587.9608155
2011-06-12,14.6511,24.99,10.25,18.5464,151194.158,2451134.5644444
2011-06-13,18.5464,24.5,16.0,19.84,73421.791,1476239.5920137
2011-06-14,19.84,20.5,18.001,19.28,36155.99,696003.9845202
2011-06-15,19.28,20.0,19.022,19.49,27711.898,545336.1446287
2011-06-16,19.49,19.89,17.0,17.001,49202.135,927743.4210058
2011-06-17,17.001,18.34,13.0,15.681,108623.773,1684353.2260899
2011-06-18,15.681,16.9499,15.052,16.89,35536.552,569949.3444784
2011-06-19,16.89,18.8766,16.85,17.51,30176.739,536267.3792375
2011-06-20,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-21,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-22,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-23,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-24,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-25,17.51,17.51,17.51,17.51,0.0,0.0
2011-06-26,17.51,17.51001,14.01,16.45001,15053.92692713,234621.797322535
2011-06-27,16.45001,18.0,15.0,16.75004,31452.54447941,535096.370100938
2011-06-28,16.75004,17.52,16.5,16.9498,24398.1463737,413032.221339058
2011-06-29,16.9498,17.2,16.666,16.85,21043.3694136,355303.17638618
2011-06-30,16.85,17.0,15.73,16.10098,34961.1896034,577145.549087398
2011-07-01,16.10098,16.74,15.26,15.397,33284.45294249,529197.490980937
2011-07-02,15.397,15.8,15.271,15.4,19453.23750588,302134.70414259
2011-07-03,15.4,15.689,15.311,15.44049,16792.28530273,259875.505397436
2011-07-04,15.44049,15.48988,13.14,13.86,52276.98903608,756913.589717019
2011-07-05,13.86,15.0,11.0,12.90691,84081.15245614,1076305.46144718
2011-07-06,12.90691,16.5,12.67132,14.7999,111818.32278654,1655319.63265298
2011-07-07,14.7999,15.9,14.5,14.77609,54465.69644076,825452.249320516
2011-07-08,14.77609,15.64276,13.90152,14.31399,34853.41816622,500143.375349751
2011-07-09,14.31399,14.6999,14.0201,14.38,11909.16985706,171329.27147134
2011-07-10,14.38,15.68,14.35,14.9,45284.42393756,682903.161418468
2011-07-11,14.9,15.1999,13.8,14.20912,49160.01060266,706457.51674113
2011-07-12,14.20912,14.63988,13.9,14.00943,26356.50591301,372986.554372411
2011-07-13,14.00943,14.15,13.91,13.95099,10338.14554788,145032.068345177
2011-07-14,13.95099,14.07,13.7,14.0,17661.15566677,245982.113160553
2011-07-15,14.0,14.09,13.5021,13.81,24819.54208343,344982.096990034
2011-07-16,13.81,13.81,13.501,13.7191,17264.49479167,235142.968167891
2011-07-17,13.7191,13.75,13.021,13.16,34375.47258845,458510.185605471
2011-07-18,13.16,13.915,12.51,13.48,75896.30773935,988903.241225474
2011-07-19,13.48,14.7,13.44,13.85024,67575.61324902,948485.715897485
2011-07-20,13.85024,14.0,13.4,13.71304,23177.89842929,317332.298167072
2011-07-21,13.71304,13.78,13.4,13.61,25018.37149466,341665.516821987
2011-07-22,13.61,13.81,13.45,13.69542,15165.61506635,207044.151814092
2011-07-23,13.69542,13.7649,13.51,13.68,22455.59780553,306380.158426299
2011-07-24,13.68,14.1,13.6,13.98001,26623.25582661,369041.820924239
2011-07-25,13.98001,14.72299,13.76,14.0478,31577.95972877,448277.199504414
2011-07-26,14.0478,14.05051,13.768,13.88214,16793.85559615,233585.08385967
2011-07-27,13.88214,14.13,13.85,13.9394,11508.6635387,160645.536475771
2011-07-28,13.9394,13.9394,13.312,13.49011,32738.27075718,445690.579841265
2011-07-29,13.49011,13.7,13.3302,13.49832,7257.50747383,98020.729844354
2011-07-30,13.49832,13.63,13.45,13.53034,6104.38329931,82590.4436874686
2011-07-31,13.53034,14.8999,12.82922,13.35,45723.43823788,618135.501321643
