date,equity,cash,positions,regime_on,returns
2010-01-04,19850.777061991692,6.189460330010888,5,True,
2010-01-08,19948.03379588604,6.189460330010888,5,True,0.004899391776484352
2010-01-15,19751.217875056267,6.189460330010888,5,True,-0.009866432092688893
2010-01-22,18528.06447080374,126.4698791861556,5,True,-0.061927999174027804
2010-01-29,18750.428570836786,0.7952474057696008,5,True,0.012001474864438366
2010-02-05,18902.397777169946,0.7952474057696008,5,True,0.0081048390845595
2010-02-12,18930.760320514444,0.7952474057696008,5,True,0.0015004733091985578
2010-02-19,19303.284010022882,0.7952474057696008,5,True,0.019678221223093262
2010-02-26,19329.605095237497,0.7952474057696008,5,True,0.0013635547817121285
2010-03-05,20397.24503836036,0.7952474057696008,5,True,0.055233406883512304
2010-03-12,19868.976827472452,0.7952474057696008,5,True,-0.025898998119325167
2010-03-19,20136.97668537498,0.7952474057696008,5,True,0.01348835726316655
2010-03-26,20226.67571744323,0.7952474057696008,5,True,0.004454443855685497
2010-04-06,20564.386241525415,0.7952474057696008,5,True,0.01669629398324446
2010-04-09,20991.245892137293,0.7952474057696008,5,True,0.020757227840329406
2010-04-16,21519.4587815702,0.7952474057696008,5,True,0.025163484442376927
2010-04-23,21679.102764457468,0.7952474057696008,5,True,0.007418587265958232
2010-04-30,21319.396582216028,0.7952474057696008,5,True,-0.016592300251058956
2010-05-07,19594.35613087416,19594.35613087416,0,False,-0.08091413116170665
2010-05-14,19466.352493079903,1865.6249342286628,4,True,-0.006532678947922421
2010-05-21,18702.32384971023,6339.343684228663,3,True,-0.039248680185015594
2010-05-28,18823.93215916992,1636.1948230111648,4,True,0.006502310110600318
2010-06-04,18810.8148411882,4.124823011165063,5,True,-0.0006968426081651602
2010-06-11,19094.475062049634,4.124823011165063,5,True,0.015079634947037679
2010-06-18,19467.822299875028,4.124823011165063,5,True,0.019552631670268994
2010-06-25,19001.4324958551,20.984823011165645,5,True,-0.023956958145386453
2010-07-02,19055.9498892057,20.984823011165645,5,False,0.0028691201762021112
2010-07-09,19679.535054706343,20.984823011165645,5,True,0.032723908759535236
2010-07-16,19829.154609702833,20.984823011165645,5,True,0.007602799282633965
2010-07-23,20302.51476051689,20.984823011165645,5,True,0.023871927983376118
2010-07-30,20440.394999526747,20.984823011165645,5,True,0.0067912886968071184
2010-08-06,20981.729749463804,20.984823011165645,5,True,0.026483575779704394
2010-08-13,20957.764804624327,20.984823011165645,5,True,-0.0011421815610835884
2010-08-20,20620.334845088728,20.984823011165645,5,True,-0.016100474582153246
2010-08-27,20761.11227887512,1670.6448230111657,4,False,0.0068271167681799305
2010-09-03,21197.988646363025,1.1887982833445676,5,True,0.021043013573624147
