fold_year,train_period,test_period,best_cell_th_bp,best_cell_w_d,train_uplift_pp,base_test_cagr_pct,overlay_test_cagr_pct,test_uplift_pp,base_test_dd_pct,overlay_test_dd_pct,test_dd_uplift_pp,n_cells_helping_train
2021,2020-01-01 -> 2020-12-31,2021-01-01 -> 2021-12-31,5,14,9.017906839255495,38.62387281280646,100.27442763269177,61.65055481988531,-22.699767204089216,-15.852580192398225,6.847187011690991,3
2022,2020-01-01 -> 2021-12-31,2022-01-01 -> 2022-12-31,5,14,31.3880623903092,-19.02902251463775,6.682803987353592,25.711826501991343,-18.829905956091018,-14.471281826708971,4.358624129382049,11
2023,2020-01-01 -> 2022-12-31,2023-01-01 -> 2023-12-31,5,14,28.598960722211906,-2.1316507327871714,-0.9325515477136892,1.1990991850734822,-18.3542075115534,-17.557945749397717,0.7962617621556811,11
2024,2020-01-01 -> 2023-12-31,2024-01-01 -> 2024-12-31,5,14,20.977482562298675,24.506386154880456,46.04682115045493,21.540434995574476,-11.724187621212312,-7.660872538411356,4.063315082800956,11
2025,2020-01-01 -> 2024-12-31,2025-01-01 -> 2025-12-31,5,14,21.11113100844859,18.920287534553125,22.82614958639375,3.905862051840625,-11.794941057532682,-9.974662122973498,1.820278934559183,11
