ticker,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,holding_days,exit_reason
SAB.MC,2022-12-09,0.86,2023-04-28,0.94,19421,1514.1,9.2,140,BELOW_30W_SMA
BBY.L,2023-02-10,360.59,2023-06-16,347.06,46,-642.75,-3.8,126,BELOW_30W_SMA
FOUR.L,2023-01-13,4517.47,2023-07-07,4432.73,3,-274.25,-1.9,175,BELOW_30W_SMA
S92.DE,2022-12-09,68.79,2023-07-28,85.87,243,4129.53,24.8,231,BELOW_30W_SMA
ZEAL.CO,2023-03-17,228.34,2023-07-28,225.47,51,-166.32,-1.3,133,BELOW_30W_SMA
SAAB-B.ST,2023-03-24,155.47,2023-07-28,136.27,103,-1998.45,-12.4,126,HARD_STOP
SCYR.MC,2022-12-09,2.61,2023-08-18,2.84,6408,1460.43,8.9,252,BELOW_30W_SMA
KIT.OL,2023-04-28,40.45,2023-08-25,36.47,386,-1558.02,-9.9,119,BELOW_30W_SMA
MEGP.L,2022-12-09,111.55,2023-09-29,157.01,135,6116.56,40.7,294,REGIME_OFF_10W
EUROB.AT,2023-07-07,1.56,2023-09-29,1.45,11140,-1184.55,-6.7,84,REGIME_OFF_10W
SPM.MI,2023-08-25,1.49,2023-09-29,1.44,11251,-634.87,-3.7,35,REGIME_OFF_10W
MTRS.ST,2023-06-16,124.52,2023-10-06,132.34,141,1081.99,6.3,112,REGIME_OFF_10W
INPST.AS,2023-08-18,10.28,2023-10-06,10.45,1597,253.61,1.7,49,REGIME_OFF_10W
TBCG.L,2023-07-28,2502.45,2023-10-13,2736.25,5,1149.0,9.3,77,REGIME_OFF_10W
ACS.MC,2022-12-09,27.08,2023-10-20,31.72,616,2837.32,17.1,315,REGIME_OFF_10W
UCG.MI,2023-07-28,22.55,2023-10-20,22.01,743,-415.87,-2.4,84,REGIME_OFF_10W
EGL.LS,2023-07-28,2.46,2023-10-20,2.85,6820,2629.4,15.8,84,REGIME_OFF_10W
BCP.LS,2023-11-17,0.29,2024-01-26,0.27,57890,-1338.04,-7.9,70,BELOW_30W_SMA
XPS.L,2023-11-17,230.14,2024-02-09,200.0,65,-1979.75,-13.1,84,HARD_STOP
GDWN.L,2023-11-17,5236.05,2024-03-15,5114.3,3,-385.25,-2.3,119,BELOW_30W_SMA
EGL.LS,2023-11-17,3.29,2024-04-26,4.19,5075,4525.09,27.2,161,BELOW_30W_SMA
BESI.AS,2024-01-26,143.51,2024-04-26,129.75,132,-1837.11,-9.6,91,BELOW_30W_SMA
RDC.DE,2023-11-17,123.51,2024-05-10,123.08,135,-78.46,-0.4,175,BELOW_30W_SMA
BFT.WA,2023-11-17,1768.8,2024-07-12,2452.68,9,6134.88,38.7,238,BELOW_30W_SMA
LDO.MI,2023-11-17,14.73,2024-08-02,20.7,1131,6729.5,40.5,259,BELOW_30W_SMA
TRST.L,2024-04-26,193.76,2024-08-09,194.82,89,74.07,0.5,105,BELOW_30W_SMA
KIE.L,2023-11-17,108.34,2024-09-13,139.3,141,4345.5,28.6,301,BELOW_30W_SMA
ALK-B.CO,2024-07-12,158.79,2024-11-08,155.02,139,-543.89,-2.4,119,BELOW_30W_SMA
ZEAL.CO,2023-11-17,304.51,2024-11-15,716.9,48,19774.36,135.4,364,BELOW_30W_SMA
CMCX.L,2024-09-13,318.58,2024-11-22,262.68,61,-3430.2,-17.5,70,HARD_STOP
UCG.MI,2024-03-15,33.06,2024-11-29,36.2,618,1919.64,9.5,259,BELOW_30W_SMA
FCH.L,2024-11-29,142.21,2024-12-20,125.37,177,-3000.24,-11.8,21,HARD_STOP
GNC.L,2024-08-09,174.67,2025-01-10,172.93,105,-202.49,-1.0,154,BELOW_30W_SMA
HOC.L,2024-05-10,163.61,2025-01-24,178.9,101,1523.99,9.3,259,BELOW_30W_SMA
OXB.L,2024-11-22,422.1,2025-02-21,343.27,49,-3882.42,-18.7,91,HARD_STOP
PAF.L,2024-08-02,29.45,2025-02-28,33.88,760,3349.27,15.1,210,BELOW_30W_SMA
IAG.MC,2025-01-24,3.9,2025-03-14,3.35,4627,-2588.98,-14.2,49,HARD_STOP
MNTN.L,2025-02-28,1.19,2025-03-14,0.99,21605,-4360.44,-16.9,14,HARD_STOP
BPE.MI,2025-01-10,6.31,2025-04-04,6.05,2884,-763.38,-4.1,84,BELOW_30W_SMA
CCC.WA,2024-02-09,64.58,2025-06-06,196.76,308,40691.42,204.7,483,BELOW_30W_SMA
BMPS.MI,2024-04-26,4.53,2025-07-04,6.89,4660,10958.33,52.0,434,BELOW_30W_SMA
CTT.LS,2025-03-14,7.16,2025-09-05,7.06,1051,-115.75,-1.3,175,BELOW_30W_SMA
RHM.DE,2024-12-20,614.66,2025-10-17,1653.19,36,37367.24,169.0,301,BELOW_30W_SMA
SAAB-B.ST,2025-04-04,381.3,2025-10-17,459.59,45,3503.21,20.5,196,BELOW_30W_SMA
MTRO.L,2025-06-06,114.97,2025-10-17,109.45,226,-1267.97,-4.8,133,BELOW_30W_SMA
AG1.DE,2025-02-21,18.81,2025-11-07,25.77,893,6192.51,37.0,259,BELOW_30W_SMA
CDR.WA,2025-03-14,217.08,2025-11-07,241.69,135,3301.74,11.3,238,BELOW_30W_SMA
TPE.DE,2025-10-17,28.5,2025-11-07,23.9,1222,-5643.52,-16.1,21,HARD_STOP
ENR.DE,2024-11-08,39.72,2025-11-21,100.3,548,33176.96,152.5,378,REGIME_OFF_10W
IAG.MC,2025-07-04,4.03,2025-11-21,4.3,8599,2296.19,6.7,140,REGIME_OFF_10W
CLDN.L,2025-09-05,384.91,2025-11-21,373.62,89,-1025.03,-2.9,77,REGIME_OFF_10W
FTK.DE,2025-11-07,32.76,2025-11-21,30.11,1054,-2817.63,-8.1,14,REGIME_OFF_10W
FTK.DE,2025-11-28,33.29,2026-02-20,30.84,1043,-2565.54,-7.3,84,BELOW_30W_SMA
UNI.MI,2024-11-15,11.48,2026-03-06,19.02,2343,17663.33,65.8,476,REGIME_OFF_10W
SZG.DE,2026-02-20,54.77,2026-03-06,47.84,566,-3944.02,-12.7,14,REGIME_OFF_10W
PAF.L,2025-10-17,90.05,2026-03-13,143.48,298,15902.44,59.3,147,REGIME_OFF_10W
TIT.MI,2025-11-07,0.49,2026-03-13,0.59,60388,5994.34,20.3,126,REGIME_OFF_10W
SAGA.L,2025-11-28,270.34,2026-03-13,462.68,99,19020.67,71.1,105,REGIME_OFF_10W
ENR.DE,2025-11-28,115.88,2026-03-13,143.23,275,7502.28,23.6,105,REGIME_OFF_10W
IDR.MC,2025-10-17,41.45,2026-03-20,49.9,841,7089.01,20.4,154,REGIME_OFF_10W
HOT.DE,2025-11-07,275.37,2026-03-27,375.51,125,12497.87,36.4,140,REGIME_OFF_10W
ABLX.BR,2018-06-08,45.2,2026-04-10,45.02,184,-54.02,-0.4,2863,END_OF_BACKTEST
NDX1.DE,2025-11-28,25.95,2026-04-10,45.96,1337,26734.57,77.1,133,END_OF_BACKTEST
