ticker,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,holding_days,exit_reason
CON.DE,2010-08-13,41.37,2010-08-20,40.79,33,-39.16,-1.4,7,BELOW_10W_SMA
YSN.DE,2010-06-04,10.13,2010-08-27,11.25,164,164.19,11.1,84,REGIME_OFF_10W
COK.DE,2010-06-11,2.86,2010-08-27,3.53,613,391.95,23.5,77,REGIME_OFF_10W
FOUR.L,2010-08-20,219.59,2010-08-27,208.45,7,-97.98,-5.1,7,REGIME_OFF_10W
FOUR.L,2010-09-03,210.04,2010-09-10,206.46,8,-48.66,-1.7,7,BELOW_10W_SMA
DSCV.L,2010-09-03,149.01,2010-09-10,134.87,1,-34.14,-9.5,7,HARD_STOP
SFQ.DE,2010-08-20,5.68,2010-09-17,5.44,282,-87.86,-4.2,28,BELOW_10W_SMA
ELG.DE,2010-08-20,7.74,2010-09-17,7.67,175,-32.26,-0.9,28,BELOW_10W_SMA
COK.DE,2010-09-03,3.81,2010-09-17,3.69,465,-77.21,-3.2,14,BELOW_10W_SMA
HPOL-B.ST,2010-09-10,8.36,2010-09-17,8.14,35,-27.63,-2.6,7,BELOW_10W_SMA
KTN.DE,2010-06-25,2.14,2010-10-01,2.69,551,281.49,25.6,98,BELOW_10W_SMA
DRW3.DE,2010-07-30,52.06,2010-10-15,62.29,31,297.07,19.6,77,BELOW_10W_SMA
HEXA-B.ST,2010-09-03,16.2,2010-10-29,16.93,109,60.21,4.5,56,BELOW_10W_SMA
MEGP.L,2010-09-10,58.29,2010-11-05,65.67,25,164.5,12.7,56,BELOW_10W_SMA
SFQ.DE,2010-11-05,5.83,2010-11-12,5.62,278,-77.62,-3.6,7,BELOW_10W_SMA
VIT-B.ST,2010-09-03,9.35,2010-11-19,9.85,2,-18.99,5.4,77,BELOW_10W_SMA
SNR.L,2010-09-17,128.34,2010-11-26,137.01,14,101.42,6.8,70,BELOW_10W_SMA
LPK.DE,2010-05-14,7.59,2010-12-17,12.39,197,925.59,63.2,217,BELOW_10W_SMA
FRE.DE,2010-09-17,19.16,2010-12-17,20.79,73,99.0,8.5,91,BELOW_10W_SMA
COK.DE,2010-10-29,4.71,2010-12-27,4.63,388,-52.86,-1.8,59,BELOW_10W_SMA
AVOL.SW,2010-08-13,87.43,2011-01-07,116.84,20,568.21,33.6,147,BELOW_10W_SMA
BEKB.BR,2010-10-15,70.74,2011-01-14,78.03,27,176.9,10.3,91,BELOW_10W_SMA
JUN3.DE,2010-12-17,9.93,2011-01-14,9.22,5,-23.53,-7.1,28,BELOW_10W_SMA
COK.DE,2011-01-07,4.8,2011-01-14,4.72,460,-54.55,-1.6,7,BELOW_10W_SMA
IPF.L,2010-09-17,267.73,2011-01-21,340.29,6,415.35,27.1,126,BELOW_10W_SMA
BOSS.DE,2010-11-12,40.69,2011-01-21,44.08,38,108.67,8.3,70,BELOW_10W_SMA
ELM.L,2010-12-17,122.6,2011-01-21,113.0,14,-154.36,-7.8,35,BELOW_10W_SMA
VOW3.DE,2011-01-14,126.38,2011-01-21,113.43,16,-227.18,-10.2,7,HARD_STOP
ATS.VI,2010-10-01,11.06,2011-01-28,14.68,2,-12.77,32.7,119,BELOW_10W_SMA
OXIG.L,2010-08-20,349.24,2011-02-04,613.42,5,1300.9,75.6,168,BELOW_10W_SMA
FOUR.L,2011-01-21,260.8,2011-02-04,250.24,8,-104.44,-4.0,14,BELOW_10W_SMA
NEM.DE,2011-01-21,2.78,2011-02-04,2.63,46,-26.67,-5.2,14,BELOW_10W_SMA
ELM.L,2011-02-04,120.3,2011-02-11,120.01,18,-25.16,-0.2,7,BELOW_10W_SMA
HPOL-B.ST,2010-11-26,11.58,2011-02-25,13.83,164,348.32,19.4,91,BELOW_10W_SMA
CURY.L,2011-01-21,395.22,2011-02-25,399.0,5,-1.11,1.0,35,BELOW_10W_SMA
DLG.MI,2011-01-28,6.93,2011-02-25,6.28,1,-20.66,-9.5,28,BELOW_10W_SMA
ATS.VI,2011-02-18,15.69,2011-02-25,14.73,1,-20.96,-6.1,7,BELOW_10W_SMA
LPK.DE,2011-01-14,14.17,2011-03-04,13.35,158,-149.18,-5.8,49,BELOW_10W_SMA
BOSS.DE,2011-02-04,49.36,2011-03-04,47.07,44,-120.63,-4.6,28,BELOW_10W_SMA
DBG.PA,2011-02-25,5.93,2011-03-04,5.76,393,-87.77,-2.9,7,BELOW_10W_SMA
RBREW.CO,2010-10-01,55.07,2011-03-11,68.85,26,338.28,25.0,161,BELOW_10W_SMA
SMHN.DE,2011-01-14,10.95,2011-03-11,10.82,10,-21.39,-1.3,56,BELOW_10W_SMA
AVON.L,2011-02-11,235.17,2011-03-11,219.9,9,-157.47,-6.5,28,BELOW_10W_SMA
PAT.DE,2011-03-04,3.58,2011-03-11,3.18,71,-48.85,-11.3,7,HARD_STOP
DSCV.L,2011-01-21,215.11,2011-03-18,229.61,7,81.45,6.7,56,BELOW_10W_SMA
DLG.MI,2011-03-04,6.64,2011-03-18,6.44,350,-88.39,-2.9,14,BELOW_10W_SMA
HOC.L,2011-03-04,511.27,2011-03-18,463.02,3,-164.75,-9.4,14,HARD_STOP
BRSC.L,2011-03-11,559.28,2011-03-18,532.33,4,-127.83,-4.8,7,BELOW_10W_SMA
CON.DE,2011-03-11,54.65,2011-03-18,52.67,33,-85.51,-3.6,7,BELOW_10W_SMA
RSW.L,2011-01-21,1331.62,2011-03-25,1529.32,1,177.69,14.8,63,BELOW_10W_SMA
LAGR-B.ST,2011-02-25,6.48,2011-03-25,6.36,293,-55.08,-1.8,28,BELOW_10W_SMA
SFQ.DE,2010-12-17,6.13,2011-04-15,8.05,350,650.97,31.3,119,BELOW_10W_SMA
LNZ.VI,2011-02-04,71.92,2011-04-26,75.64,11,20.94,5.2,81,BELOW_10W_SMA
HOC.L,2011-03-25,520.78,2011-04-29,478.72,2,-104.13,-8.1,35,BELOW_10W_SMA
AMG.AS,2011-03-18,14.56,2011-05-06,14.04,154,-99.78,-3.6,49,BELOW_10W_SMA
RRTL.DE,2011-03-18,73.27,2011-05-06,62.69,30,-337.69,-14.5,49,HARD_STOP
BVB.DE,2011-04-29,3.04,2011-05-06,2.46,310,-199.96,-19.1,7,HARD_STOP
ELM.L,2011-03-04,141.27,2011-05-13,141.41,16,-17.72,0.1,70,BELOW_10W_SMA
BESI.AS,2011-03-18,3.13,2011-05-13,3.25,722,69.59,4.0,56,BELOW_10W_SMA
SBO.VI,2011-03-18,62.42,2011-05-13,64.7,1,-17.72,3.7,56,BELOW_10W_SMA
CURY.L,2011-04-15,402.0,2011-05-20,367.9,1,-54.1,-8.5,35,BELOW_10W_SMA
CDR.WA,2010-12-27,3.14,2011-05-27,8.51,568,3031.1,171.3,151,BELOW_10W_SMA
ELM.L,2011-05-20,147.16,2011-05-27,142.6,2,-29.12,-3.1,7,BELOW_10W_SMA
BOSS.DE,2011-03-25,49.65,2011-06-03,55.72,5,10.36,12.2,70,BELOW_10W_SMA
DBG.PA,2011-05-06,6.33,2011-06-03,5.93,366,-167.6,-6.4,28,BELOW_10W_SMA
LPK.DE,2011-05-13,14.25,2011-06-03,13.33,162,-168.7,-6.4,21,BELOW_10W_SMA
TEG.DE,2011-03-18,6.66,2011-06-10,6.69,339,-8.95,0.5,84,BELOW_10W_SMA
LAGR-B.ST,2011-04-26,6.81,2011-06-10,7.02,119,4.82,3.1,45,BELOW_10W_SMA
KGH.WA,2011-05-27,190.95,2011-06-10,187.16,12,-65.49,-2.0,14,BELOW_10W_SMA
DLG.MI,2011-04-15,8.07,2011-06-17,7.96,8,-20.88,-1.4,63,BELOW_10W_SMA
LNZ.VI,2011-05-13,82.58,2011-06-17,78.35,28,-138.41,-5.1,35,BELOW_10W_SMA
BOY.L,2011-05-27,379.09,2011-06-17,350.34,6,-192.48,-7.6,21,BELOW_10W_SMA
TYRES.HE,2011-05-27,33.5,2011-06-17,32.69,16,-32.97,-2.4,21,BELOW_10W_SMA
STLAM.MI,2011-06-03,4.66,2011-06-17,4.34,496,-181.49,-7.0,14,BELOW_10W_SMA
SRT3.DE,2011-06-03,8.98,2011-06-17,8.22,253,-213.17,-8.5,14,HARD_STOP
IPF.L,2011-06-10,369.44,2011-06-17,335.22,6,-225.34,-9.3,7,HARD_STOP
HYQ.DE,2011-06-10,11.05,2011-06-17,9.19,74,-158.02,-16.9,7,HARD_STOP
RSW.L,2011-05-06,1675.33,2011-06-24,1591.0,1,-104.33,-5.0,49,BELOW_10W_SMA
CIE.MC,2011-06-17,5.42,2011-06-24,5.16,402,-127.32,-4.9,7,BELOW_10W_SMA
NBPE.L,2011-06-17,874.35,2011-07-01,857.69,1,-36.66,-1.9,14,BELOW_10W_SMA
AVON.L,2011-04-15,256.27,2011-07-08,296.51,9,342.12,15.7,84,BELOW_10W_SMA
JEN.DE,2011-06-17,6.33,2011-07-15,5.76,38,-41.79,-9.1,28,HARD_STOP
DLG.MI,2011-07-08,8.89,2011-07-15,8.52,256,-116.52,-4.2,7,BELOW_10W_SMA
HPOL-B.ST,2011-05-06,17.99,2011-07-22,17.41,7,-24.04,-3.2,77,BELOW_10W_SMA
ELM.L,2011-06-17,147.71,2011-07-29,148.24,14,-12.53,0.4,42,BELOW_10W_SMA
RSW.L,2011-07-15,1788.9,2011-07-29,1674.59,1,-134.31,-6.4,14,BELOW_10W_SMA
OXIG.L,2011-03-25,684.91,2011-08-05,882.81,3,573.72,28.9,133,REGIME_OFF_10W
FRAS.L,2011-05-06,203.41,2011-08-05,210.64,3,1.69,3.6,91,REGIME_OFF_10W
JSG.L,2011-06-10,35.17,2011-08-05,31.34,64,-265.28,-10.9,56,HARD_STOP
JMT.LS,2011-06-17,13.03,2011-08-05,12.49,167,-110.61,-4.2,49,REGIME_OFF_10W
VOW3.DE,2011-06-17,130.95,2011-08-05,115.32,16,-270.1,-11.9,49,REGIME_OFF_10W
SHC.L,2011-06-17,183.91,2011-08-05,163.68,11,-242.61,-11.0,49,REGIME_OFF_10W
KGH.WA,2011-06-24,189.54,2011-08-05,166.66,11,-271.69,-12.1,42,HARD_STOP
1U1.DE,2011-06-24,7.88,2011-08-05,7.06,196,-179.68,-10.3,42,REGIME_OFF_10W
CURY.L,2011-07-01,433.66,2011-08-05,377.35,1,-76.3,-13.0,35,HARD_STOP
TEP.L,2011-07-15,681.39,2011-08-05,601.48,1,-99.91,-11.7,21,HARD_STOP
DLG.MI,2011-07-22,8.96,2011-08-05,6.87,47,-118.42,-23.4,14,HARD_STOP
PAF.L,2011-07-29,12.69,2011-08-05,11.02,147,-264.99,-13.1,7,HARD_STOP
CIE.MC,2011-07-29,5.42,2011-08-05,4.97,341,-174.58,-8.4,7,REGIME_OFF_10W
BOSS.DE,2011-07-01,66.12,2011-08-19,56.86,5,-66.27,-14.0,49,REGIME_OFF_10W
AMS.SW,2012-05-25,49.63,2012-06-01,47.69,38,-93.68,-3.9,7,REGIME_OFF_10W
VPK.AS,2012-05-25,46.88,2012-06-01,45.77,40,-64.33,-2.4,7,REGIME_OFF_10W
SRT3.DE,2012-05-25,12.57,2012-06-01,11.88,150,-123.46,-5.5,7,REGIME_OFF_10W
COK.DE,2012-05-25,6.41,2012-06-01,5.98,294,-146.25,-6.7,7,REGIME_OFF_10W
HNR1.DE,2012-05-25,44.54,2012-06-01,41.95,42,-128.46,-5.8,7,REGIME_OFF_10W
AFX.DE,2012-05-25,19.67,2012-06-01,18.86,16,-33.08,-4.2,7,REGIME_OFF_10W
HPOL-B.ST,2012-05-25,25.53,2012-06-15,23.78,74,-149.24,-6.8,21,REGIME_OFF_10W
ELM.L,2012-05-25,188.54,2012-06-15,177.84,9,-116.38,-5.7,21,REGIME_OFF_10W
SRT3.DE,2012-06-22,13.37,2012-07-06,12.7,137,-111.83,-5.0,14,BELOW_10W_SMA
COR.LS,2012-06-22,1.41,2012-07-06,1.35,1299,-89.89,-3.8,14,BELOW_10W_SMA
HUH1V.HE,2012-06-22,11.52,2012-07-06,11.34,1,-20.17,-1.5,14,BELOW_10W_SMA
AZM.MI,2012-07-06,7.23,2012-07-20,6.88,230,-100.45,-4.8,14,BELOW_10W_SMA
IPO.L,2012-05-25,139.19,2012-08-03,141.49,13,9.85,1.6,70,BELOW_10W_SMA
GN.CO,2012-06-22,74.32,2012-08-03,71.64,24,-84.31,-3.6,42,BELOW_10W_SMA
VPK.AS,2012-06-22,48.81,2012-08-10,49.24,31,-6.83,0.9,49,BELOW_10W_SMA
SRT3.DE,2012-08-03,14.43,2012-08-10,13.18,108,-154.25,-8.6,7,HARD_STOP
COK.DE,2012-06-22,7.03,2012-08-17,6.65,261,-118.76,-5.4,56,BELOW_10W_SMA
EZJ.L,2012-07-20,556.27,2012-08-24,535.81,2,-60.92,-3.7,35,BELOW_10W_SMA
GLPG.BR,2012-06-22,12.35,2012-08-31,13.08,148,88.45,5.9,70,BELOW_10W_SMA
GRF.MC,2012-05-25,9.42,2012-09-07,11.08,200,311.49,17.6,105,BELOW_10W_SMA
ASML.AS,2012-06-22,51.84,2012-09-07,56.74,35,151.45,9.4,77,BELOW_10W_SMA
RCO.PA,2012-07-06,89.87,2012-09-07,88.17,20,-54.0,-1.9,63,BELOW_10W_SMA
GBG.L,2012-05-25,65.07,2012-09-14,85.57,29,574.39,31.5,112,BELOW_10W_SMA
ZEAL.CO,2012-09-14,106.53,2012-09-21,97.01,18,-191.31,-8.9,7,HARD_STOP
CON.DE,2012-08-31,71.05,2012-09-28,67.8,26,-104.54,-4.6,28,BELOW_10W_SMA
MBB.DE,2012-09-07,12.11,2012-09-28,10.88,19,-43.46,-10.2,21,BELOW_10W_SMA
SWED-A.ST,2012-09-21,123.92,2012-10-12,119.3,14,-84.62,-3.7,21,BELOW_10W_SMA
GLPG.BR,2012-09-07,14.06,2012-11-02,15.35,136,155.83,9.2,56,BELOW_10W_SMA
NOEJ.DE,2012-09-28,21.1,2012-11-02,19.3,1,-21.8,-8.5,35,BELOW_10W_SMA
BAYN.DE,2012-09-07,64.5,2012-11-09,64.35,29,-24.41,-0.2,63,BELOW_10W_SMA
AMS.SW,2012-07-20,53.97,2012-11-16,70.81,8,114.73,31.2,119,BELOW_10W_SMA
GN.CO,2012-08-10,76.08,2012-11-16,80.55,25,91.67,5.9,98,BELOW_10W_SMA
GFRD.L,2012-08-10,59.08,2012-11-16,63.96,17,63.03,8.3,98,BELOW_10W_SMA
GMAB.CO,2012-08-24,69.85,2012-11-16,69.15,15,-30.42,-1.0,84,BELOW_10W_SMA
GRF.MC,2012-09-14,11.81,2012-11-16,12.36,45,4.94,4.7,63,BELOW_10W_SMA
GLPG.BR,2012-11-09,17.17,2012-11-16,14.48,113,-323.76,-15.7,7,HARD_STOP
ZEAL.CO,2012-11-02,104.02,2012-11-23,99.0,19,-115.28,-4.8,21,BELOW_10W_SMA
FRAS.L,2012-11-16,387.43,2012-11-30,379.0,5,-62.16,-2.2,14,BELOW_10W_SMA
GBG.L,2012-09-28,89.95,2012-12-07,94.53,21,76.13,5.1,70,BELOW_10W_SMA
AMS.SW,2012-11-30,73.13,2012-12-07,71.68,26,-57.71,-2.0,7,BELOW_10W_SMA
RBI.VI,2012-11-23,31.46,2012-12-21,29.46,4,-28.0,-6.4,28,BELOW_10W_SMA
GMAB.CO,2012-12-07,80.6,2012-12-28,77.41,25,-99.75,-4.0,21,BELOW_10W_SMA
GRF.MC,2012-12-28,12.86,2013-01-11,12.36,148,-94.53,-3.9,14,BELOW_10W_SMA
RSW.L,2012-11-16,1780.86,2013-01-18,1815.88,1,15.02,2.0,63,BELOW_10W_SMA
HNR1.DE,2012-09-07,49.37,2013-02-08,56.73,38,259.84,14.9,154,BELOW_10W_SMA
IPF.L,2012-11-23,341.2,2013-03-01,393.02,5,239.14,15.2,98,BELOW_10W_SMA
AZM.MI,2012-08-31,7.89,2013-03-22,11.58,9,13.13,46.6,203,BELOW_10W_SMA
MBB.DE,2012-10-12,11.82,2013-03-22,18.17,141,874.63,53.7,161,BELOW_10W_SMA
LPK.DE,2012-12-07,16.37,2013-03-22,17.08,4,-17.15,4.4,105,BELOW_10W_SMA
AMS.SW,2013-01-11,85.02,2013-03-22,79.48,21,-136.4,-6.5,70,BELOW_10W_SMA
ABLX.BR,2013-01-25,6.42,2013-04-02,6.76,2,-19.33,5.2,67,BELOW_10W_SMA
HPOL-B.ST,2012-08-03,24.32,2013-04-05,35.12,81,855.0,44.4,245,BELOW_10W_SMA
SRT3.DE,2012-08-17,13.61,2013-04-05,19.29,126,696.36,41.8,231,BELOW_10W_SMA
DIM.PA,2013-03-22,18.01,2013-04-05,16.24,128,-246.5,-9.8,14,HARD_STOP
TTR1.DE,2013-02-08,8.59,2013-04-12,8.67,248,-1.72,0.9,63,BELOW_10W_SMA
FLU.VI,2013-03-22,12.0,2013-04-12,11.41,3,-21.78,-4.9,21,BELOW_10W_SMA
KWS.DE,2013-04-05,56.64,2013-04-19,55.14,40,-79.96,-2.6,14,BELOW_10W_SMA
EMSN.SW,2013-04-05,268.59,2013-04-19,258.7,2,-39.77,-3.7,14,BELOW_10W_SMA
DIM.PA,2013-04-12,17.38,2013-04-19,16.63,130,-116.86,-4.3,7,BELOW_10W_SMA
1U1.DE,2012-11-16,9.92,2013-05-17,14.12,125,505.21,42.3,182,BELOW_10W_SMA
BAKKA.OL,2013-03-22,68.74,2013-05-17,69.8,29,10.59,1.5,56,BELOW_10W_SMA
GN.CO,2013-04-05,107.74,2013-06-07,105.17,21,-73.85,-2.4,63,BELOW_10W_SMA
IPF.L,2013-04-19,449.03,2013-06-14,477.1,5,120.34,6.3,56,BELOW_10W_SMA
PPC.AT,2013-05-17,8.44,2013-06-14,7.21,311,-401.99,-14.5,28,HARD_STOP
BMED.MI,2013-06-07,5.2,2013-06-14,4.85,420,-167.98,-6.8,7,BELOW_10W_SMA
PNDORA.CO,2012-12-07,131.45,2013-06-21,173.43,13,525.67,31.9,196,BELOW_10W_SMA
PAT.DE,2012-12-21,4.32,2013-06-21,5.05,25,-1.72,16.9,182,BELOW_10W_SMA
GFTU.L,2013-04-05,422.5,2013-06-21,448.75,5,111.22,6.2,77,BELOW_10W_SMA
PTEC.L,2013-04-19,601.99,2013-06-21,590.53,3,-54.39,-1.9,63,BELOW_10W_SMA
TW.L,2013-04-19,90.6,2013-06-21,88.8,8,-34.38,-2.0,63,BELOW_10W_SMA
BKT.MC,2013-05-24,1.98,2013-06-21,1.96,8,-20.17,-1.1,28,BELOW_10W_SMA
LONN.SW,2013-06-14,64.56,2013-06-21,62.63,38,-93.44,-3.0,7,BELOW_10W_SMA
GMAB.CO,2013-01-18,90.4,2013-06-28,173.13,20,1634.61,91.5,161,BELOW_10W_SMA
MBB.DE,2013-04-26,18.87,2013-07-12,20.41,2,-16.92,8.2,77,BELOW_10W_SMA
REY.MI,2013-06-21,8.56,2013-07-12,8.19,20,-27.42,-4.3,21,BELOW_10W_SMA
TUI1.DE,2013-06-14,25.49,2013-07-19,25.9,97,20.47,1.6,35,BELOW_10W_SMA
KLR.L,2012-11-16,613.55,2013-08-16,1001.97,3,1145.24,63.3,273,BELOW_10W_SMA
EZJ.L,2013-03-01,1022.08,2013-08-16,1250.71,1,208.63,22.4,168,BELOW_10W_SMA
PNDORA.CO,2013-07-19,216.58,2013-08-16,205.67,11,-140.02,-5.0,28,BELOW_10W_SMA
UTG.L,2013-06-21,354.46,2013-08-23,367.15,6,56.15,3.6,63,BELOW_10W_SMA
TW.L,2013-06-28,96.23,2013-08-30,98.9,25,46.86,2.8,63,BELOW_10W_SMA
A3M.MC,2013-08-16,8.04,2013-08-30,7.34,337,-254.86,-8.7,14,HARD_STOP
BKT.MC,2013-08-23,2.69,2013-08-30,2.43,814,-233.66,-9.8,7,HARD_STOP
HEX.OL,2013-03-15,4.12,2013-09-20,8.98,223,1064.71,118.1,189,BELOW_10W_SMA
VITR.ST,2013-06-21,12.66,2013-09-27,14.33,189,294.68,13.1,98,BELOW_10W_SMA
SLHN.SW,2013-06-21,152.46,2013-09-27,173.23,15,291.57,13.6,98,BELOW_10W_SMA
UBI.PA,2013-08-16,11.91,2013-09-27,11.56,100,-54.74,-2.9,42,BELOW_10W_SMA
