ticker,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,holding_days,exit_reason
VITR.ST,2012-07-20,7.67,2014-08-01,21.99,4,37.28,186.7,742,REGIME_OFF_10W
IBS.LS,2014-04-04,5.96,2014-08-01,5.67,2544,-771.43,-5.0,119,REGIME_OFF_10W
GBG.L,2014-07-11,159.79,2014-08-01,152.73,88,-641.5,-4.4,21,REGIME_OFF_10W
REG1V.HE,2014-03-28,5.2,2014-08-08,4.48,1415,-1031.82,-13.8,133,HARD_STOP
ENG.MC,2014-07-11,24.36,2014-08-08,23.24,582,-667.75,-4.6,28,REGIME_OFF_10W
FOUR.L,2014-09-05,744.2,2014-10-06,697.5,18,-860.73,-6.3,31,REGIME_OFF_10W
NOKIA.HE,2014-09-19,6.85,2014-10-10,6.31,18,-29.73,-7.9,21,HARD_STOP
IPN.PA,2014-09-12,38.29,2014-10-17,35.75,361,-938.79,-6.6,35,REGIME_OFF_10W
FTK.DE,2014-09-05,1.88,2014-10-24,2.08,7159,1359.45,10.2,49,REGIME_OFF_10W
ING.WA,2014-09-12,142.21,2014-10-24,140.79,92,-150.18,-1.0,42,REGIME_OFF_10W
IBE.MC,2014-11-28,5.98,2014-12-12,5.48,21,-30.4,-8.3,14,HARD_STOP
KTN.DE,2014-12-12,3.44,2014-12-29,3.18,28,-27.51,-7.8,17,HARD_STOP
VITR.ST,2014-12-29,33.16,2015-04-17,30.84,2,-24.64,-7.0,109,BELOW_30W_SMA
JII.L,2014-11-21,529.13,2015-04-24,517.4,25,-313.31,-2.2,154,BELOW_30W_SMA
ANOD-B.ST,2015-04-24,14.07,2015-05-04,12.94,4,-24.54,-8.1,10,HARD_STOP
VNA.DE,2014-11-28,17.3,2015-05-29,19.04,779,1337.46,10.1,182,BELOW_30W_SMA
RBREW.CO,2014-11-21,202.0,2015-07-03,226.26,65,1556.77,12.0,224,BELOW_30W_SMA
HWG.L,2015-04-24,100.0,2015-08-21,111.94,129,1520.26,11.9,119,REGIME_OFF_10W
JSG.L,2015-05-29,88.19,2015-08-21,86.56,168,-292.79,-1.8,84,REGIME_OFF_10W
SDF.DE,2015-07-03,38.86,2015-08-21,33.36,373,-2071.85,-14.2,49,HARD_STOP
TRI.PA,2015-07-03,39.12,2015-08-21,35.22,5,-39.51,-10.0,49,HARD_STOP
SAX.DE,2014-11-21,22.04,2015-10-09,47.13,605,15158.56,113.8,322,REGIME_OFF_10W
BEIJ-B.ST,2015-11-20,20.4,2016-01-08,19.69,857,-627.72,-3.5,49,REGIME_OFF_10W
QQ.L,2015-11-20,262.1,2016-01-15,245.67,66,-1104.94,-6.3,56,REGIME_OFF_10W
BYG.L,2015-11-20,804.0,2016-01-15,718.39,21,-1817.81,-10.6,56,HARD_STOP
VITR.ST,2015-11-27,51.66,2016-01-15,48.26,22,-94.79,-6.6,49,REGIME_OFF_10W
HVPE.L,2015-11-20,860.28,2016-01-22,856.7,20,-91.7,-0.4,63,REGIME_OFF_10W
KIT.OL,2016-07-15,5.17,2016-10-07,5.52,3211,1124.88,6.9,84,REGIME_OFF_10W
IBS.LS,2016-07-15,7.29,2016-10-07,8.06,2272,1730.69,10.6,84,REGIME_OFF_10W
COR.LS,2016-10-21,9.63,2016-11-04,7.93,1793,-3071.2,-17.7,14,HARD_STOP
BVB.DE,2016-10-21,5.66,2016-11-25,4.99,3313,-2228.87,-11.8,35,HARD_STOP
LOGN.SW,2016-08-05,20.1,2017-10-27,34.28,3,22.53,70.5,448,BELOW_30W_SMA
MBB.DE,2016-11-25,55.07,2017-10-27,97.27,299,12596.96,76.6,336,BELOW_30W_SMA
YSN.DE,2016-07-22,30.15,2018-02-02,91.94,565,34890.22,204.9,560,BELOW_30W_SMA
SDP.L,2016-07-29,327.63,2018-02-09,434.81,49,5232.07,32.7,560,REGIME_OFF_10W
HTRO.ST,2016-11-04,5.91,2018-02-09,12.84,2403,16623.42,117.2,462,REGIME_OFF_10W
TNXT.MI,2017-11-10,5.96,2018-03-02,6.31,16,-14.42,5.9,112,REGIME_OFF_10W
S92.DE,2018-02-02,44.72,2018-04-03,45.71,724,695.17,2.2,60,REGIME_OFF_10W
BUFAB.ST,2018-05-11,23.92,2018-06-22,22.29,33,-73.82,-6.8,42,REGIME_OFF_10W
SCT.L,2017-10-27,519.58,2018-07-06,720.38,56,11224.52,38.6,252,REGIME_OFF_10W
HFG.L,2018-05-11,906.51,2018-08-17,935.3,36,1016.44,3.2,98,REGIME_OFF_10W
CCC.L,2018-05-04,1268.31,2018-08-24,1488.52,28,6145.88,17.4,112,REGIME_OFF_10W
SECT-B.ST,2018-05-04,41.31,2018-09-07,49.95,868,7482.56,20.9,126,REGIME_OFF_10W
FOUR.L,2019-06-28,2713.5,2019-07-19,2616.85,2,-213.3,-3.6,21,REGIME_OFF_10W
BEAN.SW,2019-06-28,301.5,2019-08-02,275.12,131,-3476.11,-8.8,35,HARD_STOP
OCI.L,2019-06-28,230.14,2019-08-16,223.88,173,-1104.71,-2.7,49,REGIME_OFF_10W
BAIN.PA,2019-08-02,59.7,2019-09-13,54.92,604,-2902.89,-8.0,42,HARD_STOP
GDWN.L,2019-06-28,3457.2,2019-10-25,3263.6,10,-1956.0,-5.6,119,BELOW_30W_SMA
RNK.L,2019-10-25,246.73,2019-11-08,211.94,128,-4473.44,-14.1,14,HARD_STOP
CHEMM.CO,2019-11-08,229.64,2019-11-29,203.97,132,-3408.11,-11.2,21,HARD_STOP
OXIG.L,2019-06-28,1296.45,2020-02-28,1383.05,30,2578.0,6.7,245,REGIME_OFF_10W
JSG.L,2019-07-26,170.45,2020-02-28,182.09,39,433.84,6.8,217,REGIME_OFF_10W
PNE3.DE,2019-08-30,3.6,2020-02-28,4.19,9327,5445.86,16.3,182,REGIME_OFF_10W
ZEAL.CO,2019-09-13,163.71,2020-02-28,240.39,220,16849.05,46.8,168,REGIME_OFF_10W
SECT-B.ST,2019-11-29,80.0,2020-02-28,69.65,337,-3507.28,-12.9,91,HARD_STOP
ADDT-B.ST,2020-06-05,90.95,2020-06-12,83.93,450,-3180.91,-7.7,7,HARD_STOP
NIBE-B.ST,2020-06-05,53.57,2020-06-12,48.39,763,-3966.38,-9.7,7,HARD_STOP
NB2.DE,2020-06-19,67.94,2020-08-07,50.55,468,-8159.46,-25.6,49,REGIME_OFF_10W
LOGN.SW,2020-06-05,55.96,2020-09-04,62.43,15,77.02,11.6,91,REGIME_OFF_10W
JTC.L,2020-06-19,483.4,2020-09-11,441.78,82,-3433.25,-8.6,84,HARD_STOP
G24.DE,2020-06-05,70.45,2020-09-25,75.02,579,2627.48,6.5,112,REGIME_OFF_10W
NEXI.MI,2020-09-18,17.33,2020-10-09,15.78,3,-24.65,-8.9,21,HARD_STOP
IMCD.AS,2020-09-18,105.37,2020-12-04,102.14,352,-1159.6,-3.1,77,REGIME_OFF_10W
PNE3.DE,2021-01-04,8.22,2021-02-26,7.49,10,-27.29,-8.9,53,HARD_STOP
RTW.L,2020-12-11,1.93,2021-05-14,1.86,24315,-1817.49,-3.8,154,BELOW_30W_SMA
WAF.DE,2020-12-11,128.49,2021-07-30,138.31,252,2453.57,7.6,231,BELOW_30W_SMA
PHI.L,2020-06-05,455.26,2021-08-20,797.0,89,30393.97,75.1,441,BELOW_30W_SMA
KIE.L,2021-05-14,120.8,2021-10-22,107.66,358,-4724.84,-10.9,161,HARD_STOP
CTT.LS,2021-03-26,3.41,2021-11-05,4.47,17,-2.07,30.9,224,BELOW_30W_SMA
ACP.WA,2021-10-22,98.99,2021-11-05,91.34,420,-3233.63,-7.7,14,HARD_STOP
ATC.WA,2021-11-05,9.14,2021-11-19,8.16,1,-20.98,-10.7,14,HARD_STOP
QTCOM.HE,2020-08-14,34.77,2021-11-26,129.15,772,72839.82,271.4,469,REGIME_OFF_10W
VETO.PA,2021-07-30,123.01,2021-11-26,135.32,298,3647.78,10.0,119,REGIME_OFF_10W
SVS.L,2021-08-20,1384.89,2021-11-26,1327.33,49,-2840.44,-4.2,98,REGIME_OFF_10W
ITP.PA,2021-11-05,49.63,2021-12-03,44.51,774,-3979.08,-10.3,28,HARD_STOP
AOF.DE,2021-12-10,109.54,2022-01-07,93.73,545,-8639.72,-14.4,28,HARD_STOP
JTC.L,2021-12-10,911.53,2022-01-14,805.95,65,-6883.02,-11.6,35,HARD_STOP
JEGI.L,2021-12-10,95.29,2022-01-21,90.64,626,-2926.88,-4.9,42,REGIME_OFF_10W
SAFE.L,2021-12-10,1369.81,2022-01-21,1218.88,43,-6510.42,-11.0,42,HARD_STOP
OCI.L,2021-12-17,419.08,2022-01-21,396.51,4,-110.31,-5.4,35,REGIME_OFF_10W
JYSK.CO,2022-01-14,409.54,2022-01-28,376.91,134,-4392.62,-8.0,14,HARD_STOP
PAG.L,2022-01-14,592.95,2022-02-18,547.25,82,-3767.4,-7.7,35,HARD_STOP
MTRS.ST,2022-12-16,107.13,2023-02-10,93.38,481,-6634.83,-12.8,56,HARD_STOP
UNI.MC,2022-12-23,1.05,2023-03-17,0.98,48841,-3275.62,-6.4,84,BELOW_30W_SMA
SAB.MC,2023-01-27,1.17,2023-03-17,0.98,43393,-8357.23,-16.4,49,HARD_STOP
SGL.DE,2023-02-10,8.71,2023-03-17,7.95,1,-20.76,-8.8,35,HARD_STOP
COST.L,2023-03-17,52.36,2023-06-16,44.58,759,-5928.43,-14.9,91,HARD_STOP
BC.MI,2023-01-20,72.86,2023-07-21,76.66,723,2729.03,5.2,182,BELOW_30W_SMA
MEGP.L,2023-06-16,171.85,2023-07-21,155.42,196,-3241.46,-9.6,35,HARD_STOP
VPK.AS,2023-03-17,33.18,2023-09-08,32.21,156,-170.84,-2.9,175,BELOW_30W_SMA
FSG.L,2023-07-21,493.45,2023-09-15,437.8,108,-6030.74,-11.3,56,HARD_STOP
VTY.L,2023-09-15,945.7,2023-10-06,795.5,55,-8281.14,-15.9,21,HARD_STOP
BFT.WA,2023-03-17,1135.65,2023-10-13,1701.45,40,22612.0,49.8,210,REGIME_OFF_10W
MTO.L,2023-11-17,106.93,2023-11-24,96.71,499,-5118.78,-9.6,7,HARD_STOP
KTN.DE,2023-11-17,21.85,2024-01-05,19.94,2449,-4694.89,-8.7,49,HARD_STOP
FLU.VI,2023-02-10,34.52,2024-03-15,48.76,1300,18483.23,41.2,399,BELOW_30W_SMA
RBI.VI,2023-12-22,18.82,2024-04-19,17.09,38,-85.72,-9.2,119,HARD_STOP
8TRA.DE,2024-03-15,33.06,2024-06-14,29.5,1918,-6853.36,-10.8,91,HARD_STOP
JAM.L,2024-06-14,979.87,2024-09-06,932.31,57,-2730.92,-4.9,84,BELOW_30W_SMA
KIE.L,2023-07-21,89.75,2024-09-13,139.3,364,18017.47,55.2,420,BELOW_30W_SMA
ALFA.L,2024-09-06,219.09,2024-09-27,199.0,245,-4942.05,-9.2,21,HARD_STOP
SAB.MC,2024-04-26,1.7,2024-10-25,1.8,389,17.55,5.7,182,BELOW_30W_SMA
HWG.L,2024-09-27,193.46,2024-11-01,174.12,251,-4873.71,-10.0,35,HARD_STOP
ZEAL.CO,2024-01-12,435.16,2024-11-15,716.9,112,31534.04,64.7,308,BELOW_30W_SMA
CBK.DE,2024-09-13,15.7,2024-11-29,14.45,3237,-4068.68,-8.0,77,HARD_STOP
ALFA.L,2024-11-01,224.11,2025-01-10,204.47,195,-3850.29,-8.8,70,HARD_STOP
HRI.L,2025-01-10,2512.5,2025-02-14,2303.43,15,-3156.12,-8.3,35,HARD_STOP
EWI.L,2024-11-29,183.71,2025-03-07,164.57,312,-5991.99,-10.4,98,HARD_STOP
GFRD.L,2024-10-25,368.83,2025-03-14,344.27,2,-69.13,-6.7,140,BELOW_30W_SMA
HAG.DE,2025-03-14,72.66,2025-03-28,62.88,9,-108.0,-13.5,14,HARD_STOP
TBCG.L,2025-02-14,4060.2,2025-04-04,3661.6,9,-3607.4,-9.8,49,HARD_STOP
NOS.LS,2025-03-07,4.55,2025-04-11,4.16,11332,-4479.71,-8.6,35,HARD_STOP
BMPS.MI,2023-12-01,3.16,2025-07-04,6.89,16702,62273.45,118.2,581,BELOW_30W_SMA
FNAC.PA,2025-07-04,34.92,2025-07-25,29.6,2146,-11442.08,-15.2,21,HARD_STOP
BAMI.MI,2024-11-15,7.08,2025-11-21,12.43,9848,52650.35,75.5,371,REGIME_OFF_10W
SAGA.L,2025-04-11,138.69,2025-11-21,247.75,191,20811.42,78.6,224,REGIME_OFF_10W
IVG.MI,2025-07-25,18.97,2025-11-21,18.2,3416,-2653.31,-4.1,119,REGIME_OFF_10W
MBB.DE,2025-04-11,148.74,2026-03-06,200.99,360,18790.0,35.1,329,REGIME_OFF_10W
RBI.VI,2025-11-28,35.11,2026-03-06,37.09,2399,4727.38,5.6,98,REGIME_OFF_10W
TRI.PA,2025-11-28,172.86,2026-03-06,158.01,486,-7239.04,-8.6,98,HARD_STOP
PAF.L,2025-03-28,43.52,2026-03-13,143.48,12,1179.55,229.7,350,REGIME_OFF_10W
HOT.DE,2025-11-28,306.32,2026-03-27,375.51,275,19006.98,22.6,119,REGIME_OFF_10W
ENG.MC,2026-04-17,17.34,2026-04-30,17.25,5208,-469.19,-0.5,13,END_OF_BACKTEST
LPP.WA,2026-04-17,23557.2,2026-04-30,23440.0,3,-371.6,-0.5,13,END_OF_BACKTEST
