ticker,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,holding_days,exit_reason
INPST.AS,2023-02-10,8.53,2023-03-17,7.34,2454,-2943.5,-14.0,35,HARD_STOP
SAB.MC,2023-02-24,1.19,2023-03-17,0.98,14652,-3159.09,-18.0,21,HARD_STOP
VID.MC,2023-03-17,90.16,2023-06-09,83.96,206,-1297.99,-6.9,84,BELOW_30W_SMA
FOUR.L,2023-01-13,4517.47,2023-07-07,4432.73,4,-359.0,-1.9,175,BELOW_30W_SMA
PIA.MI,2023-03-17,3.76,2023-07-14,3.55,3600,-763.58,-5.5,119,BELOW_30W_SMA
KIT.OL,2023-06-09,44.32,2023-07-14,38.41,389,-2320.35,-13.3,35,HARD_STOP
BC.MI,2023-03-17,78.19,2023-07-21,76.66,254,-407.16,-1.9,126,BELOW_30W_SMA
S92.DE,2022-12-09,68.79,2023-07-28,85.87,322,5478.55,24.8,231,BELOW_30W_SMA
SAAB-B.ST,2022-12-16,102.23,2023-07-28,136.27,209,7092.61,33.3,224,BELOW_30W_SMA
ZEAL.CO,2023-02-10,212.26,2023-07-28,225.47,98,1274.68,6.2,168,BELOW_30W_SMA
BPE.MI,2023-07-21,3.03,2023-08-11,2.63,6419,-2595.91,-13.2,21,HARD_STOP
AML.L,2023-07-28,380.29,2023-08-18,329.34,44,-2261.67,-13.4,21,HARD_STOP
CCL.L,2023-07-28,1314.54,2023-08-18,1107.93,15,-3119.11,-15.7,21,HARD_STOP
BESI.AS,2023-08-11,106.48,2023-09-15,93.05,189,-2557.77,-12.6,35,HARD_STOP
GXI.DE,2023-08-18,117.08,2023-09-15,103.28,168,-2338.65,-11.8,28,HARD_STOP
MEGP.L,2022-12-09,111.55,2023-09-29,157.01,179,8116.62,40.7,294,REGIME_OFF_10W
AO.L,2023-07-28,96.93,2023-09-29,84.97,147,-1778.01,-12.3,63,REGIME_OFF_10W
SPM.MI,2023-09-15,1.62,2023-09-29,1.44,12593,-2252.23,-11.0,14,HARD_STOP
MTRS.ST,2023-07-14,127.03,2023-10-06,132.34,165,854.99,4.2,84,REGIME_OFF_10W
HOT.DE,2023-09-15,98.24,2023-10-06,93.68,206,-959.26,-4.6,21,REGIME_OFF_10W
TBCG.L,2023-01-13,2211.0,2023-10-13,2736.25,9,4707.25,23.8,273,REGIME_OFF_10W
BFT.WA,2023-07-07,1537.65,2023-10-13,1701.45,11,1781.8,10.7,98,REGIME_OFF_10W
UCG.MI,2023-07-14,21.9,2023-10-20,22.01,345,19.82,0.5,98,REGIME_OFF_10W
EGL.LS,2023-08-18,2.43,2023-10-20,2.85,8116,3336.78,17.0,63,REGIME_OFF_10W
BCP.LS,2023-11-17,0.29,2024-01-26,0.27,67132,-1548.46,-7.9,70,BELOW_30W_SMA
EGL.LS,2023-11-17,3.29,2024-04-26,4.19,5888,5253.2,27.2,161,BELOW_30W_SMA
HOT.DE,2023-11-17,104.82,2024-04-26,98.41,184,-1200.54,-6.1,161,BELOW_30W_SMA
BESI.AS,2024-01-26,143.51,2024-04-26,129.75,156,-2167.5,-9.6,91,BELOW_30W_SMA
RDC.DE,2023-11-17,123.51,2024-05-10,123.08,156,-87.55,-0.4,175,BELOW_30W_SMA
RHM.DE,2024-05-10,538.48,2024-06-14,476.8,39,-2425.32,-11.5,35,HARD_STOP
BFT.WA,2023-11-17,1768.8,2024-07-12,2452.68,10,6818.75,38.7,238,BELOW_30W_SMA
LDO.MI,2023-11-17,14.73,2024-08-02,20.7,1314,7821.59,40.5,259,BELOW_30W_SMA
SMHN.DE,2024-07-12,64.02,2024-08-02,53.23,323,-3503.88,-16.8,21,HARD_STOP
TRST.L,2024-04-26,193.76,2024-08-09,194.82,118,104.73,0.5,105,BELOW_30W_SMA
GBT.PA,2024-04-26,37.59,2024-08-09,33.48,648,-2680.2,-10.9,105,HARD_STOP
ROVI.MC,2024-06-14,87.23,2024-08-09,76.27,216,-2388.93,-12.6,56,HARD_STOP
KIE.L,2023-11-17,108.34,2024-09-13,139.3,164,5057.6,28.6,301,BELOW_30W_SMA
ALK-B.CO,2024-08-09,154.17,2024-11-08,155.02,160,116.64,0.6,91,BELOW_30W_SMA
ZEAL.CO,2023-11-17,304.51,2024-11-15,716.9,56,23073.42,135.4,364,BELOW_30W_SMA
CMCX.L,2024-08-02,308.03,2024-11-22,262.68,53,-2423.68,-14.7,112,BELOW_30W_SMA
UCG.MI,2023-11-17,25.16,2024-11-29,36.2,767,8449.9,43.9,378,BELOW_30W_SMA
FCH.L,2024-08-02,104.02,2025-01-10,116.91,178,2275.31,12.4,161,BELOW_30W_SMA
GNC.L,2024-08-09,174.67,2025-01-10,172.93,141,-265.06,-1.0,154,BELOW_30W_SMA
SECT-B.ST,2024-11-29,286.12,2025-01-17,248.7,95,-3575.21,-13.1,49,HARD_STOP
HOC.L,2025-01-10,224.62,2025-01-24,178.9,102,-4683.08,-20.4,14,HARD_STOP
OXB.L,2024-11-22,422.1,2025-02-21,343.27,49,-3882.42,-18.7,91,HARD_STOP
PAF.L,2024-08-09,28.19,2025-02-28,33.88,779,4412.12,20.2,203,BELOW_30W_SMA
IAG.MC,2025-01-24,3.9,2025-03-14,3.35,5538,-3094.78,-14.2,49,HARD_STOP
ZAL.DE,2025-01-17,31.84,2025-04-04,30.0,836,-1557.53,-5.8,77,BELOW_30W_SMA
MTRO.L,2025-02-21,97.38,2025-04-04,84.08,172,-2308.8,-13.7,42,HARD_STOP
CCC.WA,2024-09-13,152.76,2025-06-06,196.76,168,7372.21,28.8,266,BELOW_30W_SMA
BMPS.MI,2024-04-26,4.53,2025-07-04,6.89,5385,12666.33,52.0,434,BELOW_30W_SMA
MTRO.L,2025-07-04,129.04,2025-08-08,107.26,215,-4702.91,-16.9,35,HARD_STOP
CTT.LS,2025-04-04,7.22,2025-09-05,7.06,3450,-542.33,-2.1,154,BELOW_30W_SMA
SAAB-B.ST,2025-04-04,381.3,2025-10-17,459.59,38,2955.15,20.5,196,BELOW_30W_SMA
RHM.DE,2025-06-06,1796.94,2025-10-17,1653.19,16,-2319.96,-8.0,133,BELOW_30W_SMA
CBK.DE,2025-08-08,34.65,2025-10-17,29.51,946,-4883.1,-14.8,70,HARD_STOP
AG1.DE,2025-01-10,16.33,2025-11-07,25.77,1402,13213.83,57.8,301,BELOW_30W_SMA
CDR.WA,2025-03-14,217.08,2025-11-07,241.69,85,2071.47,11.3,238,BELOW_30W_SMA
TPE.DE,2025-10-17,28.5,2025-11-07,23.9,1189,-5491.66,-16.1,21,HARD_STOP
ENR.DE,2024-11-08,39.72,2025-11-21,100.3,634,38386.71,152.5,378,REGIME_OFF_10W
FCT.MI,2025-02-28,9.49,2025-11-21,17.84,2783,23210.04,87.9,266,REGIME_OFF_10W
CLDN.L,2025-09-05,384.91,2025-11-21,373.62,73,-844.35,-2.9,77,REGIME_OFF_10W
EGL.LS,2025-10-17,5.76,2025-11-21,4.96,2107,-1711.09,-13.9,35,HARD_STOP
FTK.DE,2025-11-07,32.76,2025-11-21,30.11,656,-1761.22,-8.1,14,REGIME_OFF_10W
CLDN.L,2025-11-28,393.46,2026-02-13,341.29,81,-4245.97,-13.3,77,HARD_STOP
FTK.DE,2025-11-28,33.29,2026-02-20,30.84,963,-2370.3,-7.3,84,BELOW_30W_SMA
TTR1.DE,2025-11-28,34.17,2026-02-20,26.77,830,-6165.74,-21.7,84,HARD_STOP
UNI.MI,2024-11-15,11.48,2026-03-06,19.02,2344,17670.87,65.8,476,REGIME_OFF_10W
GDWN.L,2026-02-20,25225.5,2026-03-06,23482.0,1,-1763.5,-6.9,14,REGIME_OFF_10W
PAF.L,2025-10-17,90.05,2026-03-13,143.48,289,15421.56,59.3,147,REGIME_OFF_10W
SAGA.L,2025-11-28,270.34,2026-03-13,462.68,91,17482.03,71.1,105,REGIME_OFF_10W
HOC.L,2026-02-20,740.18,2026-03-13,640.28,40,-4016.0,-13.5,21,REGIME_OFF_10W
IDR.MC,2025-11-07,48.92,2026-03-20,49.9,629,593.81,2.0,133,REGIME_OFF_10W
HOT.DE,2025-11-07,275.37,2026-03-27,375.51,119,11897.02,36.4,140,REGIME_OFF_10W
ABLX.BR,2018-05-04,45.0,2026-04-13,45.02,221,-16.44,0.0,2901,END_OF_BACKTEST
ATS.VI,2025-11-28,32.76,2026-04-13,66.6,816,27590.99,103.3,136,END_OF_BACKTEST
NDX1.DE,2026-02-20,34.15,2026-04-13,45.96,1137,13408.08,34.6,52,END_OF_BACKTEST
