ticker,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,holding_days,exit_reason
KEMIRA.HE,2010-07-09,9.55,2010-08-27,9.11,194,-105.03,-4.6,49,REGIME_OFF_10W
CLN.SW,2010-07-09,14.36,2010-08-27,12.69,128,-234.43,-11.7,49,HARD_STOP
ELG.DE,2010-09-03,8.21,2010-10-15,7.16,222,-252.4,-12.7,42,HARD_STOP
SFQ.DE,2010-08-20,5.68,2010-11-26,5.16,242,-146.37,-9.2,98,BELOW_30W_SMA
DRW3.DE,2010-09-03,62.41,2010-11-26,55.87,29,-209.7,-10.5,84,HARD_STOP
KTN.DE,2010-07-09,2.28,2011-01-07,2.45,695,101.17,7.7,182,BELOW_30W_SMA
LPK.DE,2010-05-14,7.59,2011-03-18,12.36,165,767.07,62.8,308,BELOW_30W_SMA
COK.DE,2010-09-03,3.81,2011-03-18,4.2,479,166.76,10.2,196,BELOW_30W_SMA
ATS.VI,2010-11-26,13.7,2011-04-29,13.89,60,-8.54,1.4,154,BELOW_30W_SMA
FOUR.L,2010-09-03,210.04,2011-05-06,251.73,8,313.52,19.8,245,BELOW_30W_SMA
BVB.DE,2011-04-29,3.04,2011-05-06,2.46,497,-308.51,-19.1,7,HARD_STOP
RBREW.CO,2010-10-15,58.69,2011-06-17,67.56,28,228.32,15.1,245,BELOW_30W_SMA
HEXA-B.ST,2010-09-03,16.2,2011-06-24,20.47,112,458.49,26.4,294,BELOW_30W_SMA
SFQ.DE,2011-01-07,7.21,2011-07-29,7.81,235,122.15,8.4,203,BELOW_30W_SMA
CDR.WA,2011-03-18,7.11,2011-07-29,6.77,199,-87.53,-4.8,133,BELOW_30W_SMA
OXIG.L,2010-09-03,361.8,2011-08-05,882.81,5,2585.07,144.0,336,REGIME_OFF_10W
HPOL-B.ST,2010-11-26,11.58,2011-08-05,12.49,175,137.96,7.8,252,REGIME_OFF_10W
ELM.L,2011-03-18,146.34,2011-08-05,140.23,13,-99.38,-4.2,140,REGIME_OFF_10W
AVON.L,2011-05-06,278.89,2011-08-05,240.79,8,-324.78,-13.7,91,HARD_STOP
DLG.MI,2011-05-13,8.82,2011-08-05,6.87,109,-233.47,-22.2,84,HARD_STOP
RSW.L,2011-06-17,1747.69,2011-08-05,1396.98,1,-370.71,-20.1,49,HARD_STOP
KGH.WA,2011-06-24,189.54,2011-08-05,166.66,12,-294.57,-12.1,42,HARD_STOP
FRAS.L,2011-07-29,267.23,2011-08-05,210.64,3,-189.76,-21.2,7,HARD_STOP
PPH.L,2010-01-04,119.59,2011-08-12,206.46,16,1369.88,72.6,585,REGIME_OFF_10W
BOSS.DE,2011-07-29,72.51,2011-08-19,56.86,33,-536.33,-21.6,21,HARD_STOP
AMS.SW,2012-05-25,49.63,2012-06-01,47.69,40,-97.56,-3.9,7,REGIME_OFF_10W
VPK.AS,2012-05-25,46.88,2012-06-01,45.77,43,-67.66,-2.4,7,REGIME_OFF_10W
SRT3.DE,2012-05-25,12.57,2012-06-01,11.88,160,-130.36,-5.5,7,REGIME_OFF_10W
COK.DE,2012-05-25,6.41,2012-06-01,5.98,311,-153.55,-6.7,7,REGIME_OFF_10W
HNR1.DE,2012-05-25,44.54,2012-06-01,41.95,45,-136.21,-5.8,7,REGIME_OFF_10W
HPOL-B.ST,2012-05-25,25.53,2012-06-15,23.78,79,-157.97,-6.8,21,REGIME_OFF_10W
ELM.L,2012-05-25,188.54,2012-06-15,177.84,10,-127.09,-5.7,21,REGIME_OFF_10W
COR.LS,2012-06-22,1.41,2012-07-06,1.35,1390,-94.78,-3.8,14,BELOW_30W_SMA
IPO.L,2012-05-25,139.19,2012-08-17,125.37,14,-213.51,-9.9,84,BELOW_30W_SMA
COK.DE,2012-06-22,7.03,2012-08-24,6.13,279,-270.62,-12.8,63,HARD_STOP
ASML.AS,2012-06-22,51.84,2012-10-19,51.72,37,-24.5,-0.2,119,BELOW_30W_SMA
RCO.PA,2012-07-06,89.87,2012-10-19,78.61,21,-256.5,-12.5,105,HARD_STOP
ZEAL.CO,2012-10-19,102.51,2012-12-07,88.55,21,-313.05,-13.6,49,HARD_STOP
GN.CO,2012-06-22,74.32,2012-12-14,78.51,26,88.83,5.6,175,BELOW_30W_SMA
VPK.AS,2012-06-22,48.81,2013-01-04,52.23,33,92.69,7.0,196,BELOW_30W_SMA
GRF.MC,2012-05-25,9.42,2013-01-18,11.94,213,516.36,26.7,238,BELOW_30W_SMA
GBG.L,2012-05-25,65.07,2013-02-15,90.3,31,761.9,38.8,266,BELOW_30W_SMA
EGL.LS,2013-02-22,2.22,2013-03-08,1.95,1121,-318.0,-12.0,14,HARD_STOP
ABLX.BR,2013-02-15,7.84,2013-04-02,6.76,312,-357.88,-13.8,46,HARD_STOP
AMS.SW,2012-08-17,61.49,2013-04-05,72.98,28,301.75,18.7,231,BELOW_30W_SMA
GLPG.BR,2012-06-22,12.35,2013-05-17,17.26,158,756.06,39.8,329,BELOW_30W_SMA
SRT3.DE,2012-06-22,13.37,2013-06-21,19.24,147,843.52,43.9,364,BELOW_30W_SMA
DIM.PA,2013-04-02,17.92,2013-06-21,15.91,141,-303.76,-11.2,80,HARD_STOP
PPC.AT,2013-05-10,7.64,2013-06-21,6.22,277,-413.13,-18.6,42,HARD_STOP
MBB.DE,2012-10-19,12.4,2013-08-09,19.52,114,791.14,57.4,294,BELOW_30W_SMA
PPC.AT,2013-08-09,7.94,2013-08-30,7.1,280,-253.86,-10.5,21,HARD_STOP
KLR.L,2012-12-07,656.26,2013-11-08,993.51,2,654.49,51.4,336,BELOW_30W_SMA
EZJ.L,2013-03-08,1063.29,2013-11-08,1218.88,2,291.17,14.6,245,BELOW_30W_SMA
NDX1.DE,2013-11-08,12.07,2013-11-15,10.08,124,-267.18,-16.5,7,HARD_STOP
IPF.L,2013-01-11,390.94,2013-12-27,452.92,5,289.9,15.9,350,BELOW_30W_SMA
OCDO.L,2013-08-30,332.15,2014-03-21,441.48,5,526.65,32.9,203,BELOW_30W_SMA
GMAB.CO,2012-08-24,69.85,2014-04-04,219.4,24,3569.2,214.1,588,BELOW_30W_SMA
A3M.MC,2013-12-27,12.19,2014-04-11,11.51,184,-144.84,-5.6,105,BELOW_30W_SMA
MEGP.L,2013-05-17,84.92,2014-04-22,135.32,31,1542.32,59.3,340,BELOW_30W_SMA
BKT.MC,2013-11-15,3.23,2014-05-16,3.75,381,178.77,16.1,182,BELOW_30W_SMA
EGL.LS,2014-04-11,5.41,2014-05-16,4.77,553,-376.06,-11.9,35,HARD_STOP
TUI1.DE,2013-06-21,25.33,2014-06-20,33.18,62,466.6,31.0,364,BELOW_30W_SMA
SCYR.MC,2014-03-21,4.05,2014-07-11,3.8,541,-155.46,-6.2,112,BELOW_30W_SMA
BAVA.CO,2014-06-20,102.56,2014-07-18,91.7,19,-226.33,-10.6,28,HARD_STOP
PNDORA.CO,2012-12-14,127.74,2014-08-01,375.02,17,4183.76,193.6,595,REGIME_OFF_10W
HEX.OL,2013-06-21,6.84,2014-08-01,24.73,382,6815.65,261.7,406,REGIME_OFF_10W
VWS.CO,2013-11-08,32.58,2014-08-01,49.23,98,1611.75,51.1,266,REGIME_OFF_10W
GNC.L,2014-04-04,229.02,2014-08-01,213.73,19,-310.5,-6.7,119,REGIME_OFF_10W
GFT.DE,2014-04-22,8.81,2014-08-01,9.18,474,158.24,4.3,101,REGIME_OFF_10W
NDX1.DE,2014-05-16,11.8,2014-08-01,11.62,329,-78.64,-1.5,77,REGIME_OFF_10W
FNAC.PA,2014-07-11,36.48,2014-08-01,32.79,58,-234.38,-10.1,21,REGIME_OFF_10W
1U1.DE,2014-07-18,30.16,2014-08-01,26.68,57,-218.02,-11.5,14,HARD_STOP
REG1V.HE,2013-06-21,2.48,2014-08-08,4.48,1053,2087.88,80.6,413,REGIME_OFF_10W
APAM.AS,2014-05-16,20.46,2014-08-08,22.22,7,-7.67,8.6,84,REGIME_OFF_10W
GNC.L,2014-09-05,225.8,2014-09-12,211.93,18,-269.59,-6.1,7,BELOW_30W_SMA
APAM.AS,2014-09-05,25.99,2014-10-06,22.79,157,-523.79,-12.3,31,HARD_STOP
ENEL.MI,2014-09-05,4.25,2014-10-06,3.99,960,-268.84,-6.1,31,REGIME_OFF_10W
AMS.SW,2014-09-05,122.06,2014-10-10,116.33,33,-209.11,-4.7,35,REGIME_OFF_10W
GFT.DE,2014-09-05,10.27,2014-10-10,9.21,399,-441.51,-10.3,35,REGIME_OFF_10W
VIT-B.ST,2014-09-05,27.94,2014-10-10,26.62,146,-213.12,-4.7,35,REGIME_OFF_10W
NEM.DE,2014-09-05,6.91,2014-10-10,5.85,591,-650.18,-15.4,35,HARD_STOP
BKT.MC,2014-09-05,4.94,2014-10-10,4.62,827,-284.63,-6.5,35,REGIME_OFF_10W
LDO.MI,2014-09-05,7.32,2014-10-10,6.89,558,-263.3,-6.0,35,REGIME_OFF_10W
ORNBV.HE,2014-09-12,29.65,2014-10-17,27.05,139,-380.49,-8.7,35,REGIME_OFF_10W
FTK.DE,2014-11-21,2.51,2014-12-19,2.24,1517,-431.51,-10.8,28,HARD_STOP
BAKKA.OL,2014-11-21,183.15,2015-01-09,163.44,20,-414.13,-10.8,49,HARD_STOP
PNDORA.CO,2014-09-05,431.14,2015-01-16,448.05,9,132.13,3.9,133,BELOW_30W_SMA
AMS.SW,2014-12-19,130.64,2015-01-16,113.98,25,-436.36,-12.7,28,HARD_STOP
ATC.WA,2015-01-09,4.82,2015-02-20,4.19,698,-463.27,-13.2,42,HARD_STOP
VITR.ST,2014-11-21,29.95,2015-04-17,30.84,126,92.9,3.0,147,BELOW_30W_SMA
EMG.L,2015-02-20,188.84,2015-06-12,164.67,16,-406.67,-12.8,112,HARD_STOP
NYR.BR,2014-11-21,15.74,2015-06-19,18.46,239,629.94,17.3,210,BELOW_30W_SMA
OXB.L,2014-11-21,217.33,2015-07-10,439.29,17,3753.34,102.1,231,BELOW_30W_SMA
BESI.AS,2014-11-21,8.4,2015-07-24,10.89,453,1106.16,29.6,245,BELOW_30W_SMA
BAVA.CO,2014-11-21,143.9,2015-08-07,225.51,25,2020.21,56.7,259,BELOW_30W_SMA
NEM.DE,2014-11-21,6.78,2015-08-21,9.87,560,1708.52,45.5,273,REGIME_OFF_10W
GFT.DE,2014-11-21,11.35,2015-08-21,18.99,326,2471.64,67.3,273,REGIME_OFF_10W
PAT.DE,2015-01-16,10.5,2015-08-21,15.96,397,2146.86,52.0,217,REGIME_OFF_10W
GMAB.CO,2015-04-17,517.07,2015-08-21,572.12,7,365.37,10.6,126,REGIME_OFF_10W
VBK.DE,2015-08-07,4.6,2015-08-21,3.66,1005,-966.01,-20.5,14,HARD_STOP
CHEMM.CO,2015-06-12,17.39,2015-09-04,22.39,172,840.17,28.8,84,REGIME_OFF_10W
GLPG.AS,2015-07-24,51.66,2015-09-04,51.16,112,-75.34,-1.0,42,REGIME_OFF_10W
CVSG.L,2015-01-16,482.4,2015-09-18,629.84,5,717.18,30.6,245,REGIME_OFF_10W
SAX.DE,2015-06-19,42.73,2015-10-09,47.13,103,433.26,10.3,112,REGIME_OFF_10W
VBK.DE,2015-11-20,5.43,2016-01-08,5.41,1072,-42.69,-0.4,49,REGIME_OFF_10W
GFT.DE,2015-11-20,29.08,2016-01-08,27.48,203,-346.38,-5.5,49,REGIME_OFF_10W
SRT3.DE,2015-11-20,53.87,2016-01-08,55.19,109,123.57,2.4,49,REGIME_OFF_10W
DIM.PA,2015-11-20,56.25,2016-01-08,55.02,105,-150.17,-2.2,49,REGIME_OFF_10W
KIT.OL,2015-11-20,3.76,2016-01-08,3.58,1071,-209.25,-4.7,49,REGIME_OFF_10W
HYQ.DE,2015-07-10,29.64,2016-01-15,58.51,185,5319.75,97.4,189,REGIME_OFF_10W
GMAB.CO,2015-11-20,844.2,2016-01-15,814.9,7,-225.06,-3.5,56,REGIME_OFF_10W
VIT-B.ST,2015-11-20,69.24,2016-01-15,60.7,85,-746.71,-12.3,56,HARD_STOP
TRI.PA,2015-11-20,51.05,2016-02-05,54.73,116,405.84,7.2,77,REGIME_OFF_10W
HYQ.DE,2016-07-15,88.83,2016-08-19,86.56,61,-158.89,-2.6,35,REGIME_OFF_10W
VITR.ST,2016-07-15,102.51,2016-09-09,97.81,53,-269.18,-4.6,56,REGIME_OFF_10W
HOC.L,2016-07-15,205.3,2016-09-16,225.17,17,317.81,9.7,63,REGIME_OFF_10W
UBI.PA,2016-07-15,33.79,2016-09-16,35.01,162,178.6,3.6,63,REGIME_OFF_10W
PLUS.L,2016-07-15,718.57,2016-09-30,659.19,7,-435.71,-8.3,77,BELOW_30W_SMA
KIT.OL,2016-07-15,5.17,2016-10-07,5.52,1059,357.59,6.9,84,REGIME_OFF_10W
HOC.L,2016-09-30,259.43,2016-10-07,233.96,18,-478.49,-9.8,7,REGIME_OFF_10W
VITR.ST,2016-09-30,109.34,2016-10-14,101.09,55,-473.86,-7.5,14,REGIME_OFF_10W
KTN.DE,2016-09-30,10.18,2016-10-28,8.95,591,-744.33,-12.0,28,HARD_STOP
ADS.DE,2016-07-15,132.21,2016-11-04,132.38,41,-12.74,0.1,112,BELOW_30W_SMA
HEX.OL,2016-10-21,21.35,2016-11-11,18.93,282,-703.35,-11.3,21,HARD_STOP
COR.LS,2016-07-15,7.22,2016-12-02,7.6,759,272.9,5.3,140,BELOW_30W_SMA
AMG.AS,2016-07-15,12.74,2016-12-02,14.29,428,641.17,12.1,140,BELOW_30W_SMA
HILS.L,2016-11-11,1248.21,2017-01-27,1129.33,4,-495.54,-9.5,77,BELOW_30W_SMA
MTS.MC,2016-11-04,17.85,2017-04-18,19.99,303,628.05,12.0,165,BELOW_30W_SMA
MT.AS,2016-12-02,21.62,2017-04-18,19.97,267,-460.79,-7.6,137,BELOW_30W_SMA
OUT1V.HE,2016-09-30,6.15,2017-05-05,7.97,979,1766.06,29.7,217,BELOW_30W_SMA
STMMI.MI,2017-05-05,15.12,2017-06-16,13.5,487,-805.56,-10.7,42,HARD_STOP
TROAX.ST,2016-10-21,54.6,2017-07-28,74.13,64,1229.44,35.8,280,BELOW_30W_SMA
CRI.PA,2016-10-28,15.78,2017-11-10,23.12,336,2448.02,46.6,378,BELOW_30W_SMA
EVT.DE,2017-04-18,10.3,2017-11-17,12.33,442,875.85,19.7,213,BELOW_30W_SMA
CDR.WA,2016-12-02,51.92,2017-12-08,93.53,111,4598.9,80.1,371,BELOW_30W_SMA
DBG.PA,2017-07-28,7.22,2018-01-12,8.12,659,569.31,12.4,168,BELOW_30W_SMA
COA.L,2017-06-16,77.13,2018-01-19,78.21,90,76.59,1.4,217,BELOW_30W_SMA
YSN.DE,2016-10-21,37.79,2018-02-02,91.94,159,8589.85,143.3,469,BELOW_30W_SMA
HTRO.ST,2016-07-15,4.3,2018-02-09,12.84,971,8266.61,198.4,574,REGIME_OFF_10W
BESI.AS,2016-09-30,15.28,2018-02-09,35.57,377,7631.31,132.9,497,REGIME_OFF_10W
SOI.PA,2017-01-27,37.79,2018-02-09,54.97,136,2317.26,45.5,378,REGIME_OFF_10W
WAF.DE,2017-04-18,62.3,2018-02-09,111.44,109,5336.27,78.9,297,REGIME_OFF_10W
SMHN.DE,2017-11-10,16.18,2018-02-09,14.23,479,-955.01,-12.1,91,HARD_STOP
FDR.MC,2017-12-08,11.58,2018-02-09,10.63,873,-850.22,-8.2,63,REGIME_OFF_10W
FCT.MI,2018-01-12,11.01,2018-02-09,10.37,507,-345.41,-5.8,28,REGIME_OFF_10W
TPE.DE,2017-11-17,8.14,2018-03-02,12.74,667,3045.2,56.5,105,REGIME_OFF_10W
PLUS.L,2018-02-02,1128.61,2018-03-02,1064.65,9,-595.68,-5.7,28,REGIME_OFF_10W
EMBRAC-B.ST,2018-01-19,96.58,2018-04-27,145.27,72,3485.64,50.4,98,REGIME_OFF_10W
STLAM.MI,2018-05-04,18.3,2018-06-01,17.49,542,-460.6,-4.4,28,REGIME_OFF_10W
FTK.DE,2018-05-04,8.44,2018-06-15,7.28,1177,-1392.46,-13.8,42,HARD_STOP
DNP.WA,2018-05-04,9.76,2018-06-22,9.77,1020,-12.48,0.1,49,REGIME_OFF_10W
EMBRAC-B.ST,2018-05-04,150.75,2018-06-29,177.11,66,1719.76,17.5,56,REGIME_OFF_10W
FDR.MC,2018-06-15,13.51,2018-07-06,12.58,879,-837.82,-6.9,21,REGIME_OFF_10W
ATYM.L,2018-05-04,248.74,2018-07-13,243.78,39,-213.54,-2.0,70,REGIME_OFF_10W
OXB.L,2018-05-04,634.15,2018-07-20,847.74,15,3183.78,33.7,77,REGIME_OFF_10W
SLR.MC,2018-06-08,5.47,2018-07-20,5.54,1441,88.0,1.4,42,REGIME_OFF_10W
OCDO.L,2018-05-04,560.59,2018-08-10,1039.78,17,8126.16,85.5,98,REGIME_OFF_10W
PLUS.L,2018-05-04,1546.69,2018-08-24,1490.51,6,-357.11,-3.6,112,REGIME_OFF_10W
CDR.WA,2018-05-04,125.52,2018-09-07,172.63,79,3701.53,37.5,126,REGIME_OFF_10W
TNXT.MI,2019-06-28,13.23,2019-07-19,12.58,760,-513.24,-4.9,21,REGIME_OFF_10W
MIPS.ST,2019-06-28,186.13,2019-08-16,157.41,60,-1743.02,-15.4,49,HARD_STOP
GRG.L,2019-06-28,2309.49,2019-08-16,2003.93,4,-1242.24,-13.2,49,HARD_STOP
DNLM.L,2019-06-28,924.6,2019-08-16,841.77,12,-1013.96,-9.0,49,REGIME_OFF_10W
EVO.ST,2019-06-28,184.72,2019-08-16,171.54,61,-824.04,-7.1,49,REGIME_OFF_10W
JUVE.MI,2019-07-26,11.52,2019-08-16,10.73,1065,-865.79,-6.9,21,REGIME_OFF_10W
GLPG.AS,2019-08-30,154.27,2019-10-04,137.36,78,-1338.8,-11.0,35,HARD_STOP
ENOG.L,2019-08-30,995.95,2019-11-01,895.5,12,-1225.46,-10.1,63,BELOW_30W_SMA
PETS.L,2019-08-30,232.36,2019-11-01,200.79,52,-1661.38,-13.6,63,HARD_STOP
VER.VI,2019-06-28,46.23,2019-11-08,44.64,244,-409.01,-3.4,133,BELOW_30W_SMA
EUZ.DE,2019-06-28,7.83,2020-02-28,11.43,1448,5194.74,46.0,245,REGIME_OFF_10W
SUS.ST,2019-06-28,36.18,2020-02-28,70.05,271,9158.23,93.6,245,REGIME_OFF_10W
ASM.AS,2019-08-30,76.82,2020-02-28,104.43,157,4313.68,35.9,182,REGIME_OFF_10W
PPC.AT,2019-11-01,3.19,2020-02-28,2.94,2792,-719.79,-7.9,119,REGIME_OFF_10W
ZEAL.CO,2019-11-08,228.13,2020-02-28,240.39,47,556.08,5.4,112,REGIME_OFF_10W
QTCOM.HE,2019-06-28,13.27,2020-03-06,20.7,851,6302.93,56.0,252,REGIME_OFF_10W
CLNX.MC,2019-08-30,29.57,2020-03-13,33.3,177,640.13,12.6,196,REGIME_OFF_10W
TEN.WA,2019-10-04,132.66,2020-03-13,204.47,80,5725.0,54.1,161,REGIME_OFF_10W
CHEMM.CO,2019-11-01,195.97,2020-03-13,206.46,63,640.71,5.4,133,REGIME_OFF_10W
CWR.L,2020-06-05,580.89,2020-07-24,447.75,16,-2150.24,-22.9,49,HARD_STOP
DHER.DE,2020-06-05,85.89,2020-08-21,94.49,149,1261.09,10.0,77,REGIME_OFF_10W
EVO.ST,2020-06-05,596.17,2020-09-04,570.73,19,-503.25,-4.3,91,REGIME_OFF_10W
CHEMM.CO,2020-06-05,331.65,2020-09-04,363.18,34,1051.85,9.5,91,REGIME_OFF_10W
SLR.MC,2020-06-05,9.85,2020-09-04,13.19,1030,3425.04,34.0,91,REGIME_OFF_10W
RDC.DE,2020-07-24,136.28,2020-09-04,121.79,71,-1048.79,-10.6,42,REGIME_OFF_10W
PNE3.DE,2020-06-05,4.78,2020-09-25,5.24,2796,1265.74,9.6,112,REGIME_OFF_10W
TEN.WA,2020-09-18,570.84,2020-09-25,536.3,26,-917.91,-6.0,7,REGIME_OFF_10W
CMCX.L,2020-09-18,364.31,2020-09-25,316.91,31,-1489.55,-13.0,7,REGIME_OFF_10W
ALFEN.AS,2020-06-05,32.76,2020-10-30,54.63,409,8921.76,66.7,147,REGIME_OFF_10W
AVON.L,2020-06-05,3165.75,2020-10-30,3905.38,2,1459.25,23.4,147,REGIME_OFF_10W
RDC.DE,2020-09-18,147.53,2020-10-30,141.69,69,-423.37,-4.0,42,REGIME_OFF_10W
PFD.L,2020-09-18,91.25,2020-11-20,85.67,163,-930.27,-6.1,63,REGIME_OFF_10W
SLR.MC,2020-12-11,18.98,2021-02-26,18.51,858,-429.65,-2.5,77,BELOW_30W_SMA
ALFEN.AS,2020-12-11,74.37,2021-03-05,61.49,180,-2338.22,-17.3,84,BELOW_30W_SMA
CWR.L,2020-09-18,590.94,2021-05-14,1015.89,17,7204.24,71.9,238,BELOW_30W_SMA
ADYEN.AS,2020-12-11,1836.13,2021-05-14,1692.69,8,-1167.53,-7.8,154,BELOW_30W_SMA
FTK.DE,2020-12-11,13.39,2021-08-06,21.39,1229,9813.08,59.7,238,BELOW_30W_SMA
SMHN.DE,2021-02-26,23.67,2021-08-20,23.63,690,-45.18,-0.2,175,BELOW_30W_SMA
PNL.AS,2021-03-05,3.62,2021-09-24,4.19,4277,2438.98,15.9,203,BELOW_30W_SMA
PPC.AT,2021-05-14,9.28,2021-09-24,7.94,2297,-3088.91,-14.4,133,HARD_STOP
EVO.ST,2020-12-11,795.16,2021-10-01,1388.82,20,11853.3,74.7,294,BELOW_30W_SMA
HDD.DE,2021-09-24,2.19,2021-10-01,1.92,11871,-3231.7,-12.3,7,HARD_STOP
HFG.DE,2020-12-11,61.71,2021-10-22,78.59,208,3490.65,27.4,315,BELOW_30W_SMA
EUZ.DE,2021-10-22,38.52,2021-11-12,33.65,713,-3492.4,-12.6,21,HARD_STOP
QTCOM.HE,2020-06-05,25.63,2021-11-26,129.15,523,54122.79,404.0,539,REGIME_OFF_10W
PNDORA.CO,2020-12-11,603.0,2021-11-26,825.85,27,5996.95,37.0,350,REGIME_OFF_10W
DBG.PA,2021-08-20,9.34,2021-11-26,9.12,2337,-539.52,-2.4,98,REGIME_OFF_10W
VBK.DE,2021-08-06,52.31,2021-12-03,61.99,402,3870.66,18.5,119,REGIME_OFF_10W
ADDV-B.ST,2021-10-01,7.43,2021-12-03,7.48,2165,100.05,0.7,63,REGIME_OFF_10W
EQT.ST,2021-12-10,515.36,2022-01-14,419.09,34,-3293.18,-18.7,35,HARD_STOP
MIPS.ST,2021-12-10,1140.67,2022-01-14,887.54,16,-4070.16,-22.2,35,HARD_STOP
BUFAB.ST,2021-12-10,85.12,2022-01-14,75.02,257,-2615.83,-11.9,35,HARD_STOP
WOSG.L,2021-05-14,704.5,2022-01-21,1219.87,13,6679.74,73.2,252,REGIME_OFF_10W
HTRO.ST,2021-09-24,56.48,2022-01-21,73.63,179,3049.67,30.4,119,REGIME_OFF_10W
TPE.DE,2021-10-01,36.13,2022-01-21,33.33,444,-1261.98,-7.7,112,REGIME_OFF_10W
HDD.DE,2021-11-12,2.74,2022-01-21,2.63,6556,-786.07,-4.3,70,REGIME_OFF_10W
DIE.BR,2021-12-10,176.28,2022-01-21,159.3,139,-2379.87,-9.6,42,REGIME_OFF_10W
GFT.DE,2021-12-10,43.37,2022-02-25,40.75,479,-1275.22,-6.0,77,REGIME_OFF_10W
PNE3.DE,2022-12-09,24.22,2022-12-16,21.14,920,-2850.61,-12.7,7,HARD_STOP
FUR.AS,2022-12-09,14.15,2022-12-23,11.3,1573,-4498.65,-20.1,14,HARD_STOP
HTRO.ST,2022-12-09,165.07,2022-12-23,140.49,112,-2772.65,-14.9,14,HARD_STOP
ATC.WA,2022-12-09,21.76,2022-12-30,19.5,1023,-2328.14,-10.4,21,REGIME_OFF_10W
AIXA.DE,2022-12-09,30.81,2022-12-30,26.84,721,-2888.25,-12.9,21,HARD_STOP
SBO.VI,2022-12-23,59.8,2022-12-30,57.91,347,-675.31,-3.2,7,REGIME_OFF_10W
AZN.ST,2022-12-09,1448.71,2023-02-03,1333.3,15,-1751.11,-8.0,56,BELOW_30W_SMA
MTRS.ST,2022-12-09,104.42,2023-02-10,93.38,212,-2360.22,-10.6,63,HARD_STOP
ORNBV.HE,2023-01-13,52.96,2023-02-10,44.08,403,-3600.66,-16.8,28,HARD_STOP
ATC.WA,2023-02-03,24.97,2023-02-10,21.14,863,-3325.72,-15.3,7,HARD_STOP
NKT.CO,2023-02-10,390.88,2023-02-24,309.7,53,-4322.42,-20.8,14,HARD_STOP
CABK.MC,2022-12-23,3.68,2023-03-17,3.49,5638,-1096.15,-5.2,84,BELOW_30W_SMA
